image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000011,US,Transverse US image of the left ovary demonstrates the “string of pearls” sign.,"Based on the context of similar medical images:
- Simulation test program for comparison of the hepatorenal index between the automated algorithm and radiologists.This dedicated application randomly displays an anonymized grayscale ultrasound image from 294 image sets. Radiologists are instructed to choose a region of interest on only liver parenchyma and right kidney cortex, respectively. The hepatorenal index (HRI) is then automatically calculated and saved. ROI, region of interest.
- Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (blue arrow). The blue arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (blue arrow).","1. Simulation test program for comparison of the hepatorenal index between the automated algorithm and radiologists.This dedicated application randomly displays an anonymized grayscale ultrasound image from 294 image sets. Radiologists are instructed to choose a region of interest on only liver parenchyma and right kidney cortex, respectively. The hepatorenal index (HRI) is then automatically calculated and saved. ROI, region of interest.
2. Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
3. US scrotum showing lack of arterial blood flow to right testicle.
4. Thyroid ultrasound shows a left‐sided solid hypoechoic nodule measuring 5 x 4.5 mm in size with irregular borders and multiple punctuate echogenic foci, compatible with Thyroid Imaging Reporting and Data System (TI‐RADS) 5
5. Transverse abdominal ultrasound image demonstrating multiple large multiloculated, septated cystic structures. ",0.0400,0.0164,0.0057,0.0033,0.1020,0.2452
ROCOv2_2023_test_000012,CT,"Neck CT showing a left lymph node conglomerate with hypodense images due to necrotic changes, loss of cleavage plane with muscle structures, and mass effect on the ipsilateral jugular vein.CT: computed tomography","Based on the context of similar medical images:
- CT scan showed a large stone causing gastric-outlet obstruction with the presence of a cholecystoduodenal fistula.
- CT chest axial view showing a large ill-defined left supraclavicular mass (area pointed at by the three arrows)
- CT of the head revealed a significant right-sided MCA stroke (arrows) as well as a left-sided arachnoid cyst, further evaluated with MRI.CT: computed tomography; MCA: middle cerebral artery; MRI: magnetic resonance imaging
- CT chest (axial image) revealed interval reduction of the right hilar mass (vertical blue arrow) as well as a left-sided arachnoid cyst, further evaluated with MRI","1. CT scan showed a large stone causing gastric-outlet obstruction with the presence of a cholecystoduodenal fistula.
2. CT chest axial view showing a large ill-defined left supraclavicular mass (area pointed at by the three arrows)
3. CT of the head revealed a significant right-sided MCA stroke (arrows) as well as a left-sided arachnoid cyst, further evaluated with MRI.CT: computed tomography; MCA: middle cerebral artery; MRI: magnetic resonance imaging
4. CT chest (axial image) revealed interval reduction of the right hilar mass (vertical blue arrow) with decreased RUL opacities in comparison to Figure 2A (horizontal blue arrow)RUL: right upper lobe
5. Osteolysis in synovial fold zone of the atlantoaxial articulation in CT scan",0.1322,0.0664,0.0333,0.0133,0.2158,0.3293
ROCOv2_2023_test_000013,CT,"Postoperative computed tomography angiography showing that the left internal mammary artery graft was patent, with good distal run-off in the left anterior descending artery.","Based on the context of similar medical images:
- CT scan axial cut bone window showing the nasal tooth.
- Computed tomography Axial view demonstrating extensive dilatation of proximal duodenum marked by X, between SMA and AAA marked by blue and black arrow respectively.
- (A) Pretreatment CT scan of the lungs showing interlobular septal thickening and multiple bilateral peribronchovascular nodular opacities. (B) CT scan showing resolution of interlobular septal thickening and remission of most of the pulmonary nodules after treatment with six cycles of Pertuzumab, Trastuzumab and Paclitaxel.
- CT scan showing resolution of interlobular septal thickening and remission of most of the pulmonary nodules after treatment with six cycles of Pertuzumab, Trastuzumab and Paclitaxel.","1. CT scan axial cut bone window showing the nasal tooth.
2. Computed tomography Axial view demonstrating extensive dilatation of proximal duodenum marked by X, between SMA and AAA marked by blue and black arrow respectively.
3. (A) Pretreatment CT scan of the lungs showing interlobular septal thickening and multiple bilateral peribronchovascular nodular opacities. (B) CT scan showing resolution of interlobular septal thickening and remission of most of the pulmonary nodules after treatment with six cycles of Pertuzumab, Trastuzumab and Paclitaxel.
4. CT abdomen showing aorta on the right side (empty arrow) and inferior vena cava on left side (solid arrow).
5. Right pneumoparotid complicated with deep cervical emphysema, of unknown etiology, on axial CT image. Courtesy Dr. M. Mabille (CHI Créteil, France)",0.0620,0.0220,0.0073,0.0042,0.1466,0.2289
ROCOv2_2023_test_000014,ANGIO,"DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.","Based on the context of similar medical images:
- Right coronary angiography shows an aberrant vessel, which terminates in the smaller aneurysm, and this is connected to the pulmonary artery.
- Preoperative angiography showing the pseudo-aneurysm of the right SFA, originating from a small collateral branch of SFA at the distal third of the thigh.
- Vascular angiography shows steal syndrome.
- The guidewire (arrow) could not be guided into the right ventricle although it seemed to take the brachiocephalic superior vena cava route. Selective persistent left superior vena cava vein angiography revealed a tortuous route, and the guidewire could not be guided into the right ventricle.","1. Right coronary angiography shows an aberrant vessel, which terminates in the smaller aneurysm, and this is connected to the pulmonary artery.
2. Preoperative angiography showing the pseudo-aneurysm of the right SFA, originating from a small collateral branch of SFA at the distal third of the thigh.
3. Vascular angiography shows steal syndrome.
4. The guidewire (arrow) could not be guided into the right ventricle although it seemed to take the brachiocephalic superior vena cava route. Selective persistent left superior vena cava vein angiography revealed a tortuous route, and persistent left superior vena cava (arrowhead with dotted line) drained into both the right and left atria.
5. Right coronary angiogram (left anterior oblique 30°/cranial 30°) revealing a small anomalous LAD artery (blue arrows), a large ectatic RCA giving rise to the LCx (white arrows), multiple RCA lesions (green arrows) with an 80-90% mid to distal calcified eccentric lesion (green arrow with asterixis), a filling defect representing a thrombotic occlusion in the distal RCA (red arrow), and a 70% mid right posterior descending artery concentric lesion (yellow arrow).",0.0840,0.0377,0.0107,0.0057,0.1577,0.3620
ROCOv2_2023_test_000015,UNKNOWN,Chest radiography shows aneurysm as protruding mass.,"Based on the context of similar medical images:
- One-month post-operative lateral tibia-fibula radiographs of flexible nailing of the tibia.
- This is a fluid-sensitive image (STIR sequence) showing left hip joint effusion (arrow) and bone marrow edema (asterisk).STIR, short inversion time inversion recovery
- Contrast remained at the positions of dissections (arrows).
- Sagittal view of the mycotic abdominal aneurysm
- Injection of fluid in between the tibial (T) and peroneal (P) nerve.
Describe the current image in clinical terms:","1. One-month post-operative lateral tibia-fibula radiographs of flexible nailing of the tibia.
2. This is a fluid-sensitive image (STIR sequence) showing left hip joint effusion (arrow) and bone marrow edema (asterisk).STIR, short inversion time inversion recovery
3. Contrast remained at the positions of dissections (arrows).
4. Sagittal view of the mycotic abdominal aneurysm
5. Injection of fluid in between the tibial (T) and peroneal (P) nerve.",0.0200,0.0045,0.0027,0.0021,0.0872,0.2088
ROCOv2_2023_test_000016,XR,Abdominal X-ray. SEMS was placed beyond the stenosis.,"Based on the context of similar medical images:
- X-ray chest showing bilateral (left greater than right) interstitial and bibasilar infiltrates with pleural effusion
- Measurement of RTA and RTD on AP pelvis radiograph. RTD is the perpendicular distance between Line a and Line b. The angle between the Line b and Line c forms the RTA.
- X-ray chest showing marked subcutaneous emphysema, pneumomediastinum (blue arrows), and small left apical pneumothorax (red arrow)
- X-ray of the hand showing an expansile lytic lesion with a pathologic fracture of the third proximal phalanx (red arrow)","1. X-ray chest showing bilateral (left greater than right) interstitial and bibasilar infiltrates with pleural effusion
2. Measurement of RTA and RTD on AP pelvis radiograph. RTD is the perpendicular distance between Line a and Line b. The angle between the Line b and Line c forms the RTA.
3. X-ray chest showing marked subcutaneous emphysema, pneumomediastinum (blue arrows), and small left apical pneumothorax (red arrow)
4. X-ray of the hand showing an expansile lytic lesion with a pathologic fracture of the third proximal phalanx
5. Focal right upper lobar opacity on chest X-ray",0.0370,0.0059,0.0032,0.0024,0.1010,0.3118
ROCOv2_2023_test_000017,UNKNOWN,HRCT done on presentation to the ER that shows B/L ground glass infiltrates with patchy consolidations involving mainly the peripheries,"Based on the context of similar medical images:
- Pre-operative OPG showing a well-defined radiolucency measuring 16 mm x 11 mm in the right coronoid process along with multiple grossly decayed teeth in maxilla and mandible.OPG, orthopantomograph
- Axial T1 postcontrast sequence reveals thick, an irregular peripheral rim of enhancement in the right paravertebral region of the base of the skull and enhancing adjacent bone marrow of atlas vertebra representing skull base osteomyelitis with abscess formation (blue arrow). A note is made of enhancing meninges in the thecal space representing meningitis (red arrow).
- Maintaining the integrity of the femoral ischial tuberosity (red arrow).","1. Pre-operative OPG showing a well-defined radiolucency measuring 16 mm x 11 mm in the right coronoid process along with multiple grossly decayed teeth in maxilla and mandible.OPG, orthopantomograph
2. Axial T1 postcontrast sequence reveals thick, an irregular peripheral rim of enhancement in the right paravertebral region of the base of the skull and enhancing adjacent bone marrow of atlas vertebra representing skull base osteomyelitis with abscess formation (blue arrow). A note is made of enhancing meninges in the thecal space representing meningitis (red arrow).
3. Maintaining the integrity of the femoral isthmus is mandatory; a minimal contact of 2 cm is necessary for primary stability of the stem.
4. Left heart catheterization of the right coronary artery demonstrating nonangiographically significant coronary artery disease
5. Heart ultrasounography. Apical four chamber view. RA right atrium, RV right ventricle, LA left atrium, LV left ventricle",0.0345,0.0055,0.0030,0.0022,0.1014,0.3534
ROCOv2_2023_test_000018,UNKNOWN,Large left-sided pneumothorax with typical COVID-19 lungs infiltrate,"Based on the context of similar medical images:
- Right ventricular inflow imaging of the tricuspid valve with evidence of an independently mobile mass/vegetation (red arrowhead) on the atrial aspect of the tricuspid valve, which appears smaller in size compared to the previous echocardiogram, now measuring 7 × 6 mm.
- Lateral projection of skeletally mature feline patient demonstrating the cardiac landmarks for vertebral heart scale (VHS) measurements as described by Buchanan.
- Axial cut. In the arrows, lack of opacification of the portal vein with its hyperdense walls, inferior vena cava, lack of splenic opacity.
- Large left-ventricular mass/vegetation (red arrowhead) on the atrial aspect of the tricuspid valve.","1. Right ventricular inflow imaging of the tricuspid valve with evidence of an independently mobile mass/vegetation (red arrowhead) on the atrial aspect of the tricuspid valve, which appears smaller in size compared to the previous echocardiogram, now measuring 7 × 6 mm.
2. Lateral projection of skeletally mature feline patient demonstrating the cardiac landmarks for vertebral heart scale (VHS) measurements as described by Buchanan.
3. Axial cut. In the arrows, lack of opacification of the portal vein with its hyperdense walls, inferior vena cava, lack of splenic opacity.
4. Large left-side cavity with a thick wall filled with thick fluid, with a clear fluid, with a clear fluid level occupying more than 80% of the left-sided lung. The arrows are pointing to the boundaries of the fluid level with mild compression of the mediastinum to the other side and secondary hyperinflation of the right lung.
5. Chest x ray of patient no. 5 showing Right sided Cervical Rib.(Cervical rib shown by arrowhead).",0.0157,0.0035,0.0022,0.0017,0.0503,0.2765
ROCOv2_2023_test_000019,UNKNOWN,Retrograde portography performed with 10 mL iodinated contrast medium over a 5 French catheter.,"Based on the context of similar medical images:
- A 39-year-old patient with no signs of placenta accreta. Axial T2-weighted HASTE sequence showing normal intraplacental flow voids near the umbilical cord insertion site (arrow).
- Limited echocardiogram following tPA therapy showing complete resolution of the intracardiac masst. PA: tissue plasminogen activator
- Frog bilateral hips showing right-sided physeal widening.
- Contrast extravasation in the sigmoid colon (Arrow).
- Sagittal balance parameters of cervical spine. SVA, sagittal vertical axis; CGH, center of gravity.","1. A 39-year-old patient with no signs of placenta accreta. Axial T2-weighted HASTE sequence showing normal intraplacental flow voids near the umbilical cord insertion site (arrow).
2. Limited echocardiogram following tPA therapy showing complete resolution of the intracardiac masst. PA: tissue plasminogen activator
3. Frog bilateral hips showing right-sided physeal widening.
4. Contrast extravasation in the sigmoid colon (Arrow).
5. Sagittal balance parameters of cervical spine. SVA, sagittal vertical axis; CGH, center of gravity of the head.",0.0408,0.0065,0.0035,0.0026,0.0858,0.1027
ROCOv2_2023_test_000020,CT,Computed tomography of the head: coronal view showing the effacement of the left lateral ventricle frontal horn and 5-mm left to right midline shift (yellow arrow) secondary to intraparenchymal hemorrhage (red arrow),"Based on the context of similar medical images:
- CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
- CT scan revealed the persistence of the air bubble.
- The PET-CT examination shows accumulation of the metabolic tracer of a diffuse character due to pulmonary thickening, with ground glass. Concomitant further accumulation of the tracer is found in some lymph nodes in the intercavo-aortic area, inter-portocaval and hepatic hilum. Limited to the resolution capacity of the method (4 mm) no further pathological areas are highlighted accumulation of the radiopharmaceutical in the remaining areas of the body examined.
- CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy","1. CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
2. CT scan revealed the persistence of the air bubble.
3. The PET-CT examination shows accumulation of the metabolic tracer of a diffuse character due to pulmonary thickening, with ground glass. Concomitant further accumulation of the tracer is found in some lymph nodes in the intercavo-aortic area, inter-portocaval and hepatic hilum. Limited to the resolution capacity of the method (4 mm) no further pathological areas are highlighted accumulation of the radiopharmaceutical in the remaining areas of the body examined.
4. Axial CT thorax image demonstrating an aggressive anterior mediastinal mass.The mass overlaid the sternum and manubrium and was locally invasive, obstructing the superior vena cava and the left brachiocephalic vein. The mass also extended into the left pleural space with likely associated invasion to the left chest wall and left upper lobe.
5. Exemplary CT measurement in the axial plane bisecting the lens: Distance between the lateral orbital rims (1) and perpendicular distance to the corneal apex (2) and (3) in a patient with 6 mm proptosis of the right eye due to adenoidcystic carcinoma of the lacrimal gland with deep orbital invasion (CT with contrast agent, soft tissue window).",0.0887,0.0380,0.0106,0.0056,0.1615,0.1816
