image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000011,US,Transverse US image of the left ovary demonstrates the “string of pearls” sign.,"Based on the context of similar medical images:
- Ultrasound image of placenta—Placentomegaly.
- Transesophageal echocardiogram showing linear echo density measuring 1.9 cm on the aortic aspect of the aortic valve concerning for vegetation (yellow arrow).
- Abdominal ultrasound (orange arrow) highlighting moderate ascites in the right upper abdominal quadrant.
- Ultrasound scan: pregnancy at term.
-  A 69-year-old man presented with obstructive jaundice due to recurrence 18 mo after distal gastrectomy and Roux-en-Y reconstruction for gastric cancer. A recurrent mass with central necrosis (yellow arrow) was found in the right upper quadrant of the liver.","1. Ultrasound image of placenta—Placentomegaly.
2. Transesophageal echocardiogram showing linear echo density measuring 1.9 cm on the aortic aspect of the aortic valve concerning for vegetation (yellow arrow).
3. Abdominal ultrasound (orange arrow) highlighting moderate ascites in the right upper abdominal quadrant.
4. Ultrasound scan: pregnancy at term.
5.  A 69-year-old man presented with obstructive jaundice due to recurrence 18 mo after distal gastrectomy and Roux-en-Y reconstruction for gastric cancer. A recurrent mass with central necrosis (white arrowheads) obstructed the extrahepatic bile duct (black arrow), causing dilatation of intrahepatic bile ducts and gallbladder (white arrows). While endoscopic ultrasound-guided hepaticogastrostomy led to symptomatic relief, the patient died 1 mo later.",0.0545,0.0316,0.0097,0.0054,0.1181,0.2789
ROCOv2_2023_test_000012,CT,"Neck CT showing a left lymph node conglomerate with hypodense images due to necrotic changes, loss of cleavage plane with muscle structures, and mass effect on the ipsilateral jugular vein.CT: computed tomography","Based on the context of similar medical images:
- Pancreatic Tail Injury on CT Imaging
- CT of the abdomen with the white arrow pointing at the left inferior pole hypodensity concerning for infarction
- Postoperative abdominal CT scan showing migration of the stercolith in the cecum (white arrow).
- CT scan. The red arrow points to the hiatal hernia compressing the heart
- Abdominal computed tomography view indicated ascending colon intussusception (grey arrow)
Describe the current image in clinical terms:","1. Pancreatic Tail Injury on CT Imaging
2. CT of the abdomen with the white arrow pointing at the left inferior pole hypodensity concerning for infarction
3. Postoperative abdominal CT scan showing migration of the stercolith in the cecum (white arrow).
4. CT scan. The red arrow points to the hiatal hernia compressing the heart
5. Abdominal computed tomography view indicated ascending colon intussusception (grey arrow)",0.1348,0.0554,0.0152,0.0080,0.2078,0.2528
ROCOv2_2023_test_000013,CT,"Postoperative computed tomography angiography showing that the left internal mammary artery graft was patent, with good distal run-off in the left anterior descending artery.","Based on the context of similar medical images:
- CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of infarction
- In the lower lobe of the right lung, scattered patchy and cordlike shadows with increased density were observed, and some edges were blurred in CT. The interlobular septum of the lung was thickened in a grid shape, which was consistent with interstitial manifestations
- Control CT scan 1 month later revealed the regression of the bubble air.
- CT scan of the chest: axial view showing right pleural effusion greater (white arrow) than left.
- CT scout view of metallic foreign body.
Describe the clinical significance of the findings in the context of the patient","1. CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of infarction
2. In the lower lobe of the right lung, scattered patchy and cordlike shadows with increased density were observed, and some edges were blurred in CT. The interlobular septum of the lung was thickened in a grid shape, which was consistent with interstitial manifestations
3. Control CT scan 1 month later revealed the regression of the bubble air.
4. CT scan of the chest: axial view showing right pleural effusion greater (white arrow) than left.
5. CT scout view of metallic foreign body.",0.0667,0.0223,0.0072,0.0041,0.1491,0.3482
ROCOv2_2023_test_000014,ANGIO,"DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.","Based on the context of similar medical images:
- Computed tomographic angiography of the brain shows small well defined hypodensities at the body of right caudate nucleus. The major intracranial arteries have normal calibre and there is no filling defect to suggest thrombosis over the vertebrobasilar arteries.
- Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
- Coronary angiography in the Left anterior oblique (LAO) caudal view demonstrated double right coronary artery: main RCA (M.RCA), double RCA (D.RCA) and a third RCA (T.RCA)","1. Computed tomographic angiography of the brain shows small well defined hypodensities at the body of right caudate nucleus. The major intracranial arteries have normal calibre and there is no filling defect to suggest thrombosis over the vertebrobasilar arteries.
2. Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
3. Coronary angiography in the Left anterior oblique (LAO) caudal view demonstrated double right coronary artery: main RCA (M.RCA), double RCA (D.RCA) and the dissection in the proximal portion of the main RCA.
4. Preoperative coronary artery angiography showed that the abnormal aneurysm branched from the end of the LCX (white arrow). The aneurysm drained into the CS. CS, coronary sinus; LCX, left circumflex artery
5. Blush from short gastric arteries on angiography.",0.0755,0.0379,0.0111,0.0061,0.2628,0.4190
ROCOv2_2023_test_000015,UNKNOWN,Chest radiography shows aneurysm as protruding mass.,"Based on the context of similar medical images:
- Case 1: axial T2/FLAIR sequence with foci of white matter hyperintensity suggestive of demyelination. FLAIR: fluid-attenuated inversion recovery
- 30º anterior-posterior view of the left anterior descending artery and its diagonal branch.
- Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth
- Visualisation of the intimal flap at the aortic root in TTE.
- The measurement of the bisect offset (BO), defined as the portion of the width of the patella lateral to the deepest point of the trochlear groove
Descriptions of cases 1, 2, 3, 4, 5, 6, 7","1. Case 1: axial T2/FLAIR sequence with foci of white matter hyperintensity suggestive of demyelination. FLAIR: fluid-attenuated inversion recovery
2. 30º anterior-posterior view of the left anterior descending artery and its diagonal branch.
3. Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth
4. Visualisation of the intimal flap at the aortic root in TTE.
5. The measurement of the bisect offset (BO), defined as the portion of the width of the patella lateral to the deepest point of the trochlear groove",0.0167,0.0037,0.0023,0.0018,0.0781,0.2716
ROCOv2_2023_test_000016,XR,Abdominal X-ray. SEMS was placed beyond the stenosis.,"Based on the context of similar medical images:
-  Chest radiograph revealing bilateral ground-glass opacity reflecting fluid filling of the alveolar spaces.
- Plain frontal chest radiograph demonstrating left opacity making an obtuse angle with the pleura suggestive of pleural tumor
- Chest X-ray, AP film, large homogenous density occupying most of the side of the hemithorax with a large amount of air fluid in the superior aspect, which was consistent with a large lung abscess. There was still some shift of the mediastinum to the right, with mild hyperinflation on the right side of the lung.
- Abdominal X-ray demonstrating extensive pneumatosis intestinalis in the right side of the abdomen with a large amount of air fluid in the superior aspect.","1.  Chest radiograph revealing bilateral ground-glass opacity reflecting fluid filling of the alveolar spaces.
2. Plain frontal chest radiograph demonstrating left opacity making an obtuse angle with the pleura suggestive of pleural tumor
3. Chest X-ray, AP film, large homogenous density occupying most of the side of the hemithorax with a large amount of air fluid in the superior aspect, which was consistent with a large lung abscess. There was still some shift of the mediastinum to the right, with mild hyperinflation on the right side of the lung.
4. Abdominal X-ray demonstrating extensive pneumatosis intestinalis in the right and transverse colon and greater omentum (yellow arrows). End colostomy stoma bag is seen in the left lower quadrant.
5. Third clinical case: X-Ray image after nail removal which show a PSA localized to the proximal third of humeral shaft after treatment with an intramedullary nail for a fracture.",0.0458,0.0188,0.0065,0.0038,0.2170,0.2968
ROCOv2_2023_test_000017,UNKNOWN,HRCT done on presentation to the ER that shows B/L ground glass infiltrates with patchy consolidations involving mainly the peripheries,"Based on the context of similar medical images:
- Transthoracic echocardiogram showing left AM: large lobulated fragile mass seen attached to fossa ovalis, measuring 2.2 × 2.4 cm.
- Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth
- Selective catheterisation of the AIRHV with further demonstration of aberrant intrahepatic and extrahepatic collaterals to allow for hepatic venous outflow.
- The greater tuberosity (GT) can be divided into three portions of anterior (Ant), middle (Mid), and posterior (Post). In our study, a total of six segments of the greater tuberosity (GT) were identified.","1. Transthoracic echocardiogram showing left AM: large lobulated fragile mass seen attached to fossa ovalis, measuring 2.2 × 2.4 cm.
2. Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth
3. Selective catheterisation of the AIRHV with further demonstration of aberrant intrahepatic and extrahepatic collaterals to allow for hepatic venous outflow.
4. The greater tuberosity (GT) can be divided into three portions of anterior (Ant), middle (Mid), and posterior (Post). In our study, a total of six patients demonstrated anchor pull-out. The mean age of these patients was 67.17±5.04 years. Mild anchor pull-out was observed in the Ant area in three cases, Mid in two cases, and Post in one case. The average pull-out length according to location was 1.50 mm in the Ant, 1.79 mm in the Mid, and 1.29 mm in the Post area. LT: lesser tuberosity.
5. Initial CXR with compressed right lung, possible mass lesion and pleural effusion.",0.0424,0.0060,0.0031,0.0023,0.1174,0.1076
ROCOv2_2023_test_000018,UNKNOWN,Large left-sided pneumothorax with typical COVID-19 lungs infiltrate,"Based on the context of similar medical images:
- Postoperative CXR revealing complete lung expansion, no associated pneumothorax, no effusion.
- Abdominopelvic scan showing a pelvic-abdominal injury, tissue necrosis in places, slightly hand colored by the injection of contrast.
- Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth
- Transesophageal echocardiogram in color Doppler mode demonstrating mitral valve regurgitation.
- Dividing into two zones along the long axis of the hematoma, each zone was assumed to be an imaginary sphere.
Describe the current image in the context of the previous image.","1. Postoperative CXR revealing complete lung expansion, no associated pneumothorax, no effusion.
2. Abdominopelvic scan showing a pelvic-abdominal injury, tissue necrosis in places, slightly hand colored by the injection of contrast.
3. Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth
4. Transesophageal echocardiogram in color Doppler mode demonstrating mitral valve regurgitation.
5. Dividing into two zones along the long axis of the hematoma, each zone was assumed to be an imaginary sphere.",0.0185,0.0042,0.0025,0.0020,0.0833,0.3522
ROCOv2_2023_test_000019,UNKNOWN,Retrograde portography performed with 10 mL iodinated contrast medium over a 5 French catheter.,"Based on the context of similar medical images:
- The greater tuberosity (GT) can be divided into three portions of anterior (Ant), middle (Mid), and posterior (Post). In our study, a total of six patients demonstrated anchor pull-out. The mean age of these patients was 67.17±5.04 years. Mild anchor pull-out was observed in the Ant area in three cases, Mid in two cases, and Post in one case. The average pull-out length according to location was 1.50 mm in the Ant, 1.79 mm in the Mid, and 1.29 mm in the Post area. LT: lesser tuberosity.
- Initial CXR with compressed right lung, possible pneumothorax","1. The greater tuberosity (GT) can be divided into three portions of anterior (Ant), middle (Mid), and posterior (Post). In our study, a total of six patients demonstrated anchor pull-out. The mean age of these patients was 67.17±5.04 years. Mild anchor pull-out was observed in the Ant area in three cases, Mid in two cases, and Post in one case. The average pull-out length according to location was 1.50 mm in the Ant, 1.79 mm in the Mid, and 1.29 mm in the Post area. LT: lesser tuberosity.
2. Initial CXR with compressed right lung, possible mass lesion and pleural effusion.
3. Initial teleradiography.
4. 30º anterior-posterior view of the left anterior descending artery and its diagonal branch.
5. Post‐removal panoramic image of the odontoma with the subsequent alignment of the impacted teeth",0.0233,0.0043,0.0024,0.0018,0.0568,0.1951
ROCOv2_2023_test_000020,CT,Computed tomography of the head: coronal view showing the effacement of the left lateral ventricle frontal horn and 5-mm left to right midline shift (yellow arrow) secondary to intraparenchymal hemorrhage (red arrow),"Based on the context of similar medical images:
- Control CT scan 1 month later revealed the regression of the bubble air.
- In the lower lobe of the right lung, scattered patchy and cordlike shadows with increased density were observed, and some edges were blurred in CT. The interlobular septum of the lung was thickened in a grid shape, which was consistent with interstitial manifestations
- (Case 1) Contrast-enhanced computed tomography showed a heterogeneous tumor in the second portion of the duodenum (arrow).
- Abdominopelvic CT scan revealing features of mesenteric adenitis (red arrow).
- CT chest showed well-demarcated area of consolidation of the tumor (green arrow).","1. Control CT scan 1 month later revealed the regression of the bubble air.
2. In the lower lobe of the right lung, scattered patchy and cordlike shadows with increased density were observed, and some edges were blurred in CT. The interlobular septum of the lung was thickened in a grid shape, which was consistent with interstitial manifestations
3. (Case 1) Contrast-enhanced computed tomography showed a heterogeneous tumor in the second portion of the duodenum (arrow).
4. Abdominopelvic CT scan revealing features of mesenteric adenitis (red arrow).
5. CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of infarction",0.1371,0.0883,0.0504,0.0321,0.3135,0.1657
ROCOv2_2023_test_000021,CT, Computed tomography of the head showing large intraparenchymal hemorrhage of the left anterior temporal lobe and left inferior frontal lobe (arrows) with surrounding edema and mass effect.,"Based on the context of similar medical images:
- Control CT scan 1 month later revealed the regression of the bubble air.
- Enhanced CT with oral contrast, axial view showing the appendix (white arrow) and the cecum
- Abdominopelvic CT scan revealing features of mesenteric adenitis (red arrow).
- (Case 1) Contrast-enhanced computed tomography showed a heterogeneous tumor in the second portion of the duodenum (arrow).
- CT chest without contrast axial view showing moderate right pleural effusion (red arrow).
Describe the current image in clinical terms:","1. Control CT scan 1 month later revealed the regression of the bubble air.
2. Enhanced CT with oral contrast, axial view showing the appendix (white arrow) and the cecum
3. Abdominopelvic CT scan revealing features of mesenteric adenitis (red arrow).
4. (Case 1) Contrast-enhanced computed tomography showed a heterogeneous tumor in the second portion of the duodenum (arrow).
5. CT chest without contrast axial view showing moderate right pleural effusion (red arrow).",0.1143,0.0574,0.0147,0.0075,0.2417,0.2280
ROCOv2_2023_test_000022,CT, Retroperitoneal mass detected on enhanced abdominal computed tomography. The yellow arrow indicates the tumor was closely related to the liver.,"Based on the context of similar medical images:
- (Case 1) Contrast-enhanced computed tomography showed a heterogeneous tumor in the second portion of the duodenum (arrow).
- Control CT scan 1 month later revealed the regression of the bubble air.
- Sagittal computed tomography scan reconstruction of the upper airway.
- Postoperative abdominal CT scan showing migration of the stercolith in the cecum (white arrow).
- CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of infarction
Describe the current image in clinical terms:","1. (Case 1) Contrast-enhanced computed tomography showed a heterogeneous tumor in the second portion of the duodenum (arrow).
2. Control CT scan 1 month later revealed the regression of the bubble air.
3. Sagittal computed tomography scan reconstruction of the upper airway.
4. Postoperative abdominal CT scan showing migration of the stercolith in the cecum (white arrow).
5. CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of infarction",0.1048,0.0317,0.0099,0.0056,0.2267,0.4399
ROCOv2_2023_test_000023,XR,Ankle X-ray (lateral view). No abnormality found on plain X-ray.,"Based on the context of similar medical images:
- Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
- Chest X-ray with diffuse bilateral reticular infiltrate.
- Preoperative X-ray. Preoperative X-ray identifying Hartshill rectangle and sublaminar wires.
- pelvic X-ray showing a left colon foreign body
- Postoperative panoramic radiograph at one-year follow-up showing the management of high caries risk patient.
Describe the current image in clinical terms:","1. Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
2. Chest X-ray with diffuse bilateral reticular infiltrate.
3. Preoperative X-ray. Preoperative X-ray identifying Hartshill rectangle and sublaminar wires.
4. pelvic X-ray showing a left colon foreign body
5. Postoperative panoramic radiograph at one-year follow-up showing the management of high caries risk patient.",0.0667,0.0300,0.0107,0.0064,0.2121,0.2764
