image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000011,US,Transverse US image of the left ovary demonstrates the “string of pearls” sign.,"Based on the context of similar medical images:
- The lead bullet identified with ultrasound.
- Apical consolidation (thick arrow) adjacent to pleural line (thin arrow) in 30-year-old patient with 3 months productive cough, fever, and weakness. Sputum smear was positive for acid-fast bacillus. Lung ultrasound demonstrated bilateral upper lobe consolidations and absent lung sliding in bilateral anterior fields. The patient was treated for pulmonary tuberculosis.
- Ultrasound image of the left thyroid area during US-FNABAn ultrasound examination during US-FNAB revealed a hypoechoic cystic lesion (red arrow) in the left thyroid. The margins were smooth and well-defined. A biopsy of the lesion was negative for thyroid cancer.","1. The lead bullet identified with ultrasound.
2. Apical consolidation (thick arrow) adjacent to pleural line (thin arrow) in 30-year-old patient with 3 months productive cough, fever, and weakness. Sputum smear was positive for acid-fast bacillus. Lung ultrasound demonstrated bilateral upper lobe consolidations and absent lung sliding in bilateral anterior fields. The patient was treated for pulmonary tuberculosis.
3. Ultrasound image of the left thyroid area during US-FNABAn ultrasound examination during US-FNAB revealed a hypoechoic cystic lesion (red arrow) in the left thyroid. The margins were smooth and well-defined. A few echogenic granules were observed in the capsule. An FNAB was then performed with two needle passes of a 21-gauge needle. A hypoechoic solid lesion (white star) corresponding to the site of the left parathyroid was also identified but not biopsied.US-FNAB - ultrasound-guided fine-needle aspiration biopsy
4. Abdominal ultrasound approximately 5 months post-discharge. Findings were suggestive of resolved splenic abscesses with residual scarring, calcifications, and splenomegaly.
5. Ultrasound scan: pregnancy at term.",0.0565,0.0371,0.0283,0.0208,0.1985,0.2225
ROCOv2_2023_test_000012,CT,"Neck CT showing a left lymph node conglomerate with hypodense images due to necrotic changes, loss of cleavage plane with muscle structures, and mass effect on the ipsilateral jugular vein.CT: computed tomography","Based on the context of similar medical images:
- A mediastinal window with 16-slice spiral CT showed that the left axilla had a slightly circular and low-density shadow, with a cross-sectional area of approximately 33 mm × 47 mm and a CT value of approximately 33 HU. The mass was closely related to the chest wall, with a slender pedicle faintly visible.
- Thoracic computed tomography (CT) at day 9 after admission revealed a bilateral central pulmonary embolism.
- CT scan revealed the persistence of the air bubble.
- Sagittal CT image of the chest. Tracheal stenosis (yellow arrow tip) is visible at the inferior C7 and T1 vertebrae.","1. A mediastinal window with 16-slice spiral CT showed that the left axilla had a slightly circular and low-density shadow, with a cross-sectional area of approximately 33 mm × 47 mm and a CT value of approximately 33 HU. The mass was closely related to the chest wall, with a slender pedicle faintly visible.
2. Thoracic computed tomography (CT) at day 9 after admission revealed a bilateral central pulmonary embolism.
3. CT scan revealed the persistence of the air bubble.
4. Sagittal CT image of the chest. Tracheal stenosis (yellow arrow tip) is visible at the inferior C7 and T1 vertebral levels.
5. Pre-cryotherapy chest computed tomography scan showing multiple endometrioses in the right and left upper lobes, December 2018.",0.1393,0.0480,0.0124,0.0063,0.2384,0.4270
ROCOv2_2023_test_000013,CT,"Postoperative computed tomography angiography showing that the left internal mammary artery graft was patent, with good distal run-off in the left anterior descending artery.","Based on the context of similar medical images:
- Chest CT at relapse showed pericardial effusion and ground glass bilateral opacities.
- CT abdomen axial view revealing a large portocaval lymph node (arrows) and low attenuation suggesting a large necrotic node with splenic lesion
- Subsequent computed tomography of the abdomen and pelvis showing the progression of splenic enhancement on day two.
- Thoracic computed tomography (CT) at day 9 after admission revealed a bilateral central pulmonary embolism.
- CT transverse imaging seven months prior to presentation. Arrows show the 5.8 x 3.9 x 8.7 cm left perinephric hematoma.","1. Chest CT at relapse showed pericardial effusion and ground glass bilateral opacities.
2. CT abdomen axial view revealing a large portocaval lymph node (arrows) and low attenuation suggesting a large necrotic node with splenic lesion
3. Subsequent computed tomography of the abdomen and pelvis showing the progression of splenic enhancement on day two.
4. Thoracic computed tomography (CT) at day 9 after admission revealed a bilateral central pulmonary embolism.
5. CT transverse imaging seven months prior to presentation. Arrows show the 5.8 x 3.9 x 8.7 cm left perinephric hematoma",0.0734,0.0261,0.0086,0.0049,0.1702,0.3599
ROCOv2_2023_test_000014,ANGIO,"DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.","Based on the context of similar medical images:
- Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
- Completion angiography demonstrating patency of the popliteal artery, anterior tibial artery, posterior tibial artery and peroneal artery.
- Quantitative measurements on follow-up digital subtraction angiography (DSA). Measurements were taken on the lateral view. Width (line a) was measured as the longest horizontal distance of the area covered by neoangiogenesis. Height (line b) was measured as the longest vertical distance of the area covered by neoangiogenesis.
- Quantitative measurements on follow-up digital subtraction angiography (DSA). Measurements were taken on the lateral view. Width (line a) was measured as the longest horizontal distance of the area covered by neoangiogenesis. Height","1. Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
2. Completion angiography demonstrating patency of the popliteal artery, anterior tibial artery, posterior tibial artery and peroneal artery.
3. Quantitative measurements on follow-up digital subtraction angiography (DSA). Measurements were taken on the lateral view. Width (line a) was measured as the longest horizontal distance of the area covered by neoangiogenesis. Height (line b) was measured as the longest vertical distance of the area covered by neoangiogenesis.
4. Postprocedural angiography of the SMA after stent placement stabilizes the dissection fold and improved peripheral blood flow.
5. DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.",0.0816,0.0473,0.0249,0.0102,0.2911,0.4336
ROCOv2_2023_test_000015,UNKNOWN,Chest radiography shows aneurysm as protruding mass.,"Based on the context of similar medical images:
- Echocardiography apical four-chamber view showing left atrial myxoma
- Contrast esophagography, showing no data for mediastinal leakage
- Brightness amplitude scan of right eye showing dome shaped elevation with a high reflective elevation at Inferotemporal quadrant suggestive of scolex.
- (a) Pulmonary fibrosis in the course of interstitial lung disease: down arrows—pleural line; left arrows—B line artifact observed at 2 MHz frequency. (b) Pulmonary fibrosis in the course of interstitial lung disease: down arrows—pleural line; left arrows—vertical artifacts observed at 6 MHz frequency. (c) Pulmonary fibrosis in the course of interstitial lung disease: down arrows—pleural line; left arrows—vertical artifacts observed at 2 MHz frequency.","1. Echocardiography apical four-chamber view showing left atrial myxoma
2. Contrast esophagography, showing no data for mediastinal leakage
3. Brightness amplitude scan of right eye showing dome shaped elevation with a high reflective elevation at Inferotemporal quadrant suggestive of scolex.
4. (a) Pulmonary fibrosis in the course of interstitial lung disease: down arrows—pleural line; left arrows—B line artifact observed at 2 MHz frequency. (b) Pulmonary fibrosis in the course of interstitial lung disease: down arrows—pleural line; left arrows—vertical artifacts observed at 6 MHz frequency. The image was obtained from the same patient and identical assessment site as in Figure 4a. (c) Cardiac edema: down arrows—pleural line; left arrows—B-line artifacts observed at 2 MHz frequency. (d) Cardiac edema: down arrows—pleural line; left arrows—B-line artifacts observed at 6 MHz frequency. The image was obtained from the same patient and identical assessment site as in Figure 4c.
5. Post-contrast dorsal T1W image showing the contrast enhancement of the lamina of L2 in the middle of the mass (blue arrow).",0.0076,0.0024,0.0017,0.0014,0.0493,0.3768
ROCOv2_2023_test_000016,XR,Abdominal X-ray. SEMS was placed beyond the stenosis.,"Based on the context of similar medical images:
- Admission chest radiograph showing a right peri-hilar dense opacity suspicious for tumor mass (outlined by the red dotted line) with surrounding subtle areas of lung atelectasis.
- Measurement of RTA and RTD on AP pelvis radiograph. RTD is the perpendicular distance between Line a and Line b. The angle between the Line b and Line c forms the RTA.
- Chest X-ray revealing the scimitar sign (black arrow), dextroversion, and right cavity enlargement. AOA, aortic arch; LV, left ventricle; RA, right atrium; RIL, right inferior lobe; RML, right mediastinum.","1. Admission chest radiograph showing a right peri-hilar dense opacity suspicious for tumor mass (outlined by the red dotted line) with surrounding subtle areas of lung atelectasis.
2. Measurement of RTA and RTD on AP pelvis radiograph. RTD is the perpendicular distance between Line a and Line b. The angle between the Line b and Line c forms the RTA.
3. Chest X-ray revealing the scimitar sign (black arrow), dextroversion, and right cavity enlargement. AOA, aortic arch; LV, left ventricle; RA, right atrium; RIL, right inferior lobe; RML, right middle lobe; RSL, right superior lobe; SS, scimitar sign.
4. Chest X-ray after intubation showing right lower lobe infiltrates and effusions.
5. Lateral preoperative left foot weight-bearing X-ray.",0.0336,0.0053,0.0029,0.0021,0.0957,0.2455
ROCOv2_2023_test_000017,UNKNOWN,HRCT done on presentation to the ER that shows B/L ground glass infiltrates with patchy consolidations involving mainly the peripheries,"Based on the context of similar medical images:
- Radiographic imaging of chest taken on second day of admission when the patient developed shortness of breath, showing heterogeneous opacity over the lower right zone
- Chest X‐ray in 31‐year‐old woman (Case 1) shows diffuse bilateral alveolar opacities
- Pancreas visualized in mediastinum inferior to gastric pull-through.
- Axillary view of the left shoulder demonstrating inferior glenohumeral dislocation.HH: humeral head, GF: glenoid fossa
- Transesophageal echocardiography (TEE) midesophageal aortic valve long-axis view (Case 2)","1. Radiographic imaging of chest taken on second day of admission when the patient developed shortness of breath, showing heterogeneous opacity over the lower right zone
2. Chest X‐ray in 31‐year‐old woman (Case 1) shows diffuse bilateral alveolar opacities
3. Pancreas visualized in mediastinum inferior to gastric pull-through.
4. Axillary view of the left shoulder demonstrating inferior glenohumeral dislocation.HH: humeral head, GF: glenoid fossa
5. Transesophageal echocardiography (TEE) midesophageal aortic valve long-axis view showing aortic valve endocarditis with perforated cusp and severe aortic regurgitation.",0.0526,0.0075,0.0039,0.0028,0.1273,0.3898
ROCOv2_2023_test_000018,UNKNOWN,Large left-sided pneumothorax with typical COVID-19 lungs infiltrate,"Based on the context of similar medical images:
- Contrast extravasation in the sigmoid colon (Arrow).
- Preoperative thoracic digital radiography image showing that the transverse diameter of the trachea was 33 mm on the level of 2 cm above the aortic arch.
- Liver tumor on T1 out-of -phase.
- Vanishing of the left femoral head due to osteonecrosis caused by the infection.The yellow arrow shows that the epiphysis of the femoral head had vanished due to the ongoing osteonecrosis.
- The good position (A) is the case that the tube is 1cm deeper from the margin of the aortic arch.","1. Contrast extravasation in the sigmoid colon (Arrow).
2. Preoperative thoracic digital radiography image showing that the transverse diameter of the trachea was 33 mm on the level of 2 cm above the aortic arch.
3. Liver tumor on T1 out-of -phase.
4. Vanishing of the left femoral head due to osteonecrosis caused by the infection.The yellow arrow shows that the epiphysis of the femoral head had vanished due to the ongoing osteonecrosis.
5. The good position (A) is the case that the tube is 1cm deeper from the margin of the hematoma, and the case where the tube is located outside is called the poor position (B).",0.0000,0.0000,0.0000,0.0000,0.0000,0.3182
ROCOv2_2023_test_000019,UNKNOWN,Retrograde portography performed with 10 mL iodinated contrast medium over a 5 French catheter.,"Based on the context of similar medical images:
- Acute leukemia. Heterogeneous infiltration leading to bilateral parotid gland enlargement, on ultrasonography
- Native mitral valve with mild annular and leaflet calcification. (A) Left ventricle and (B) atrium. Arrow shows the mitral valve.
- Injection of fluid in between the tibial (T) and peroneal (P) nerve.
- Enlargement of occipital horns on an axial T2 weighted image.
- Chest X‐ray in 31‐year‐old woman (Case 1) shows diffuse bilateral alveolar opacities
Describe the current image in clinical terms:","1. Acute leukemia. Heterogeneous infiltration leading to bilateral parotid gland enlargement, on ultrasonography
2. Native mitral valve with mild annular and leaflet calcification. (A) Left ventricle and (B) atrium. Arrow shows the mitral valve.
3. Injection of fluid in between the tibial (T) and peroneal (P) nerve.
4. Enlargement of occipital horns on an axial T2 weighted image.
5. Chest X‐ray in 31‐year‐old woman (Case 1) shows diffuse bilateral alveolar opacities",0.0286,0.0052,0.0030,0.0023,0.0625,0.1355
ROCOv2_2023_test_000020,CT,Computed tomography of the head: coronal view showing the effacement of the left lateral ventricle frontal horn and 5-mm left to right midline shift (yellow arrow) secondary to intraparenchymal hemorrhage (red arrow),"Based on the context of similar medical images:
- Computed tomography scan (axial view) revealed an osteolytic lesion in the right zygomatic bone.
- Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis
- Visualization of a left atrial CM in a computed tomography scan with contrast medium.
- Chest CT showing an inhomogeneous alteration of the left thyroid lobe, corresponding to the metastatic thyroid involvement from the ACC.
- Computed tomography, sagittal view, showing decreased mural enhancement with mural thickening and luminal narrowing of the descending colon (yellow arrows).
Describe the pathophysiology of this lesion","1. Computed tomography scan (axial view) revealed an osteolytic lesion in the right zygomatic bone.
2. Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis
3. Visualization of a left atrial CM in a computed tomography scan with contrast medium.
4. Chest CT showing an inhomogeneous alteration of the left thyroid lobe, corresponding to the metastatic thyroid involvement from the ACC.
5. Computed tomography, sagittal view, showing decreased mural enhancement with mural thickening and luminal narrowing of the descending colon (yellow arrows).",0.1709,0.0858,0.0400,0.0154,0.2939,0.4143
