image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000011,US,Transverse US image of the left ovary demonstrates the “string of pearls” sign.,"Based on the context of similar medical images:
- Ultrasound image demonstrates the OGT balloon (white arrows) with magnets (black arrow) in a patient with an abdominal wall to stomach depth of 2 cm.
- The lead bullet identified with ultrasound.
- Endoscopic ultrasound showing fistulous tract to the stomach.
- Transverse view of the ultrasound-guided fine needle aspiration of the left thyroid lobe. The arrows are pointing to the fine needle.
- Apical consolidation (thick arrow) adjacent to pleural line (thin arrow) in 30-year-old patient with 3 months productive cough, fever, and weakness. Sputum smear was positive for acid-fast bacillus. Lung ultrasound demonstrated bilateral pleural effusion.","1. Ultrasound image demonstrates the OGT balloon (white arrows) with magnets (black arrow) in a patient with an abdominal wall to stomach depth of 2 cm.
2. The lead bullet identified with ultrasound.
3. Endoscopic ultrasound showing fistulous tract to the stomach.
4. Transverse view of the ultrasound-guided fine needle aspiration of the left thyroid lobe. The arrows are pointing to the fine needle.
5. Apical consolidation (thick arrow) adjacent to pleural line (thin arrow) in 30-year-old patient with 3 months productive cough, fever, and weakness. Sputum smear was positive for acid-fast bacillus. Lung ultrasound demonstrated bilateral upper lobe consolidations and absent lung sliding in bilateral anterior fields. The patient was treated for pulmonary tuberculosis.",0.0714,0.0414,0.0240,0.0103,0.1667,0.2910
ROCOv2_2023_test_000012,CT,"Neck CT showing a left lymph node conglomerate with hypodense images due to necrotic changes, loss of cleavage plane with muscle structures, and mass effect on the ipsilateral jugular vein.CT: computed tomography","Based on the context of similar medical images:
- CT of the thorax showing co-existing emphysematous hyperinflation
- Open globe injury in a 53-year-old woman. Axial unenhanced CT image showing hemorrhage in posterior chamber of the right eye.
- Abdominal CT scan The scan shows a small septated cystic lesion in segment 8/1 of the liver (white arrow).
- CT scan axial cut bone window showing the nasal tooth.
- CT scan of the chest.CT scan of the chest showing scattered reticular, ground-glass, atelectatic and fibrotic changes again seen in both lungs. These are slightly worsened compared to Figure 1.","1. CT of the thorax showing co-existing emphysematous hyperinflation
2. Open globe injury in a 53-year-old woman. Axial unenhanced CT image showing hemorrhage in posterior chamber of the right eye.
3. Abdominal CT scan The scan shows a small septated cystic lesion in segment 8/1 of the liver (white arrow).
4. CT scan axial cut bone window showing the nasal tooth.
5. CT scan of the chest.CT scan of the chest showing scattered reticular, ground-glass, atelectatic and fibrotic changes again seen in both lungs. These are slightly worsened compared to Figure 1 especially in the right upper lobe where there is a groundglass patchy infiltrate of 5 cm in size with associated new cavity of 2 cm in the right middle lobe (blue arrow). ",0.1171,0.0326,0.0099,0.0055,0.1526,0.1452
ROCOv2_2023_test_000013,CT,"Postoperative computed tomography angiography showing that the left internal mammary artery graft was patent, with good distal run-off in the left anterior descending artery.","Based on the context of similar medical images:
- CT thorax, abdomen, and pelvis (TAP) showing a 2.5 cm, sub-pleural, wedge-shaped lesion over the lateral basal segment of the left lower lobe with adjacent atelectasis and small pleural effusion suggestive of abscess
- Coronal CT abdomen with contrast showing subcapsular perisplenic hematoma (red arrow).
- CT scan of the abdomen showing free fluid in the pelvis and upper abdomen.
- CT scan axial cut bone window showing the nasal tooth.
- Chest CT at relapse showed pericardial effusion and ground glass bilateral opacities.
Describe the current image in the context of the previous image.","1. CT thorax, abdomen, and pelvis (TAP) showing a 2.5 cm, sub-pleural, wedge-shaped lesion over the lateral basal segment of the left lower lobe with adjacent atelectasis and small pleural effusion suggestive of abscess
2. Coronal CT abdomen with contrast showing subcapsular perisplenic hematoma (red arrow).
3. CT scan of the abdomen showing free fluid in the pelvis and upper abdomen.
4. CT scan axial cut bone window showing the nasal tooth.
5. Chest CT at relapse showed pericardial effusion and ground glass bilateral opacities.",0.0678,0.0340,0.0100,0.0054,0.1136,0.3947
ROCOv2_2023_test_000014,ANGIO,"DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.","Based on the context of similar medical images:
- Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
- Right coronary angiogram (left anterior oblique 30°/cranial 30°) revealing a small anomalous LAD artery (blue arrows), a large ectatic RCA giving rise to the LCx (white arrows), multiple RCA lesions (green arrows) with an 80-90% mid to distal calcified eccentric lesion (green arrow with asterixis), a filling defect representing a thrombotic occlusion in the distal RCA (red arrow), and a 70% mid to distal calcified thrombotic occlusion (red arrow with asterixis)","1. Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
2. Right coronary angiogram (left anterior oblique 30°/cranial 30°) revealing a small anomalous LAD artery (blue arrows), a large ectatic RCA giving rise to the LCx (white arrows), multiple RCA lesions (green arrows) with an 80-90% mid to distal calcified eccentric lesion (green arrow with asterixis), a filling defect representing a thrombotic occlusion in the distal RCA (red arrow), and a 70% mid right posterior descending artery concentric lesion (yellow arrow).
3. Selective angiography representing a long-standing obstruction of the SMA with well-developed collaterals through the GDA (CA: yellow arrow, GDA: blue arrow, and SMA: red arrow) (from the Department of Radiology and Nuclear Medicine, University Hospital of Magdeburg [Germany]). SMA, superior mesenteric artery.
4. Completion angiography demonstrating patency of the popliteal artery, anterior tibial artery, posterior tibial artery and peroneal artery.
5. Coronary angiography in the Left anterior oblique (LAO) caudal view demonstrated double right coronary artery: main RCA (M.RCA), double RCA (D.RCA) and the dissection in the proximal portion of the main RCA.",0.0583,0.0221,0.0075,0.0043,0.1836,0.3825
ROCOv2_2023_test_000015,UNKNOWN,Chest radiography shows aneurysm as protruding mass.,"Based on the context of similar medical images:
- Radiological measurements. IPA = Interphalangeal angle; IMA = Intermetatarsal angle
- Case 2: T2/FLAIR hyperintense lesions in the middle cerebellar peduncles with extension to the cerebellar white matter. FLAIR: fluid-attenuated inversion recovery
- Parasternal long-axis view showing the A2 and P2 mitral scallops.
- Left cardiac catheterization showing an approximately 40% proximal to mid-LAD lesion. Yellow arrows show mid-LAD lesion. LAD: left anterior descending.
- A typical T2/FLAIR hyperintense lesion in the middle cerebellar peduncles","1. Radiological measurements. IPA = Interphalangeal angle; IMA = Intermetatarsal angle
2. Case 2: T2/FLAIR hyperintense lesions in the middle cerebellar peduncles with extension to the cerebellar white matter. FLAIR: fluid-attenuated inversion recovery
3. Parasternal long-axis view showing the A2 and P2 mitral scallops.
4. Left cardiac catheterization showing an approximately 40% proximal to mid-LAD lesion. Yellow arrows show mid-LAD lesion. LAD: left anterior descending.
5. A typical radiogram of the videofluoroscopy (VFS).",0.0104,0.0033,0.0023,0.0019,0.0595,0.2849
ROCOv2_2023_test_000016,XR,Abdominal X-ray. SEMS was placed beyond the stenosis.,"Based on the context of similar medical images:
- Post-Pleurodesis Chest X-ray.
- Anterior-posterior chest X-ray depicting lung volumes bilaterally with bibasilar atelectasis. Also noted is right lateral chest wall subcutaneous emphysema and right sided rib fixation hardware.
- Post-surgery X-ray.
- Supine abdominal X-ray showing dilated small bowel loops (arrows).
- Dorsoventral thoracic radiograph showing a discrete soft tissue nodule in the right caudal lung lobe visible between the 9th and 10th ribs; this nodule is not, however, clearly identifiable on the lateral views
- Post-surgery thoracic radiograph showing a discrete soft tissue nodule in the right caudal lung lobe visible between the 9th and 10th ribs","1. Post-Pleurodesis Chest X-ray.
2. Anterior-posterior chest X-ray depicting lung volumes bilaterally with bibasilar atelectasis. Also noted is right lateral chest wall subcutaneous emphysema and right sided rib fixation hardware.
3. Post-surgery X-ray.
4. Supine abdominal X-ray showing dilated small bowel loops (arrows).
5. Dorsoventral thoracic radiograph showing a discrete soft tissue nodule in the right caudal lung lobe visible between the 9th and 10th ribs; this nodule is not, however, clearly identifiable on the lateral views",0.0420,0.0267,0.0085,0.0048,0.1780,0.3562
ROCOv2_2023_test_000017,UNKNOWN,HRCT done on presentation to the ER that shows B/L ground glass infiltrates with patchy consolidations involving mainly the peripheries,"Based on the context of similar medical images:
- Sagittal balance parameters of cervical spine. SVA, sagittal vertical axis; CGH, center of gravity of the head.
- Fluoroscopic view of the abdomen-pelvis. The jejunal extension shows curled up segment within the stomach (yellow arrow).
- Arteriography of the arteriovenous fistula on the right tibial posterior artery.
- Frog bilateral hips showing right-sided physeal widening.
- Radiographic imaging of chest taken on second day of admission when the patient developed shortness of breath, showing heterogeneous opacity over the lower right zone
Describe the current image in clinical terms:","1. Sagittal balance parameters of cervical spine. SVA, sagittal vertical axis; CGH, center of gravity of the head.
2. Fluoroscopic view of the abdomen-pelvis. The jejunal extension shows curled up segment within the stomach (yellow arrow).
3. Arteriography of the arteriovenous fistula on the right tibial posterior artery.
4. Frog bilateral hips showing right-sided physeal widening.
5. Radiographic imaging of chest taken on second day of admission when the patient developed shortness of breath, showing heterogeneous opacity over the lower right zone",0.0360,0.0057,0.0031,0.0023,0.1031,0.1156
ROCOv2_2023_test_000018,UNKNOWN,Large left-sided pneumothorax with typical COVID-19 lungs infiltrate,"Based on the context of similar medical images:
- Bilateral ground glass opacities with fuzzy edge in the lower lobes in a 35-year old woman (mild group).
- Cephalometric landmarks: sella (S), nasion (N), point A, pronasale (tip of nose, Prn), subnasale (Sn), labrale superius (Ls), anterior nasal spine (ANS), and incisor superius (Is). The X-axis (horizontal line) was constructed by drawing a line through N and 7° above the NS line, and the Y-axis (vertical line) passed through S and was perpendicular to the X-axis. The following features were extracted from the CT scan:","1. Bilateral ground glass opacities with fuzzy edge in the lower lobes in a 35-year old woman (mild group).
2. Cephalometric landmarks: sella (S), nasion (N), point A, pronasale (tip of nose, Prn), subnasale (Sn), labrale superius (Ls), anterior nasal spine (ANS), and incisor superius (Is). The X-axis (horizontal line) was constructed by drawing a line through N and 7° above the NS line, and the Y-axis (vertical line) passed through S and was perpendicular to the X-axis. The following distances and angles were measured: red line: ANS–Prn, ANS–Sn, ANS–Ls; green line: Is–Sn, Is–Ls, Ls-Sn; white dotted line: nasolabial (NLA) angle.
3. Sagittal cervical spine STIR image showing canal stenosis at C3-4 and C4-5.
4. Inverted halo sign is seen in the left lung lower lobe posterior.
5. Two-dimensional TTE parasternal long-axis view showing an aortoseptal angle of 102° measured using an online protractor.",0.0077,0.0024,0.0017,0.0014,0.0248,0.2777
ROCOv2_2023_test_000019,UNKNOWN,Retrograde portography performed with 10 mL iodinated contrast medium over a 5 French catheter.,"Based on the context of similar medical images:
-  Attenuation calculation in a normal liver: Software provides quantitative assessment in a defined ROI: 0.55 dB/cm/MHz.
- Foreign body series demonstrating retained bullets in the right upper quadrant.
- Current presentation - Diffuse increase in attenuation of liver.
- Complete agenesis of the corpus callosum on sagittal T2 weighted 3D images.
- (A) Image showing placental calcification and lobulation (grade 3 placenta) in a case of 26-year-old primigravida at a gestational age of 33 weeks and 6 days. Red arrows show the placental calcification and blue arrows show lobulation (grade 3 placenta).","1.  Attenuation calculation in a normal liver: Software provides quantitative assessment in a defined ROI: 0.55 dB/cm/MHz.
2. Foreign body series demonstrating retained bullets in the right upper quadrant.
3. Current presentation - Diffuse increase in attenuation of liver.
4. Complete agenesis of the corpus callosum on sagittal T2 weighted 3D images.
5. (A) Image showing placental calcification and lobulation (grade 3 placenta) in a case of 26-year-old primigravida at a gestational age of 33 weeks and 6 days. Red arrows show the placental calcification and blue arrows show lobulations. (B) Image showing grade 3 placental calcification in a 31-year-old primigravida at a gestational age of 35 weeks and 1 day. Red arrows show the placental calcification.",0.0172,0.0039,0.0024,0.0018,0.0398,0.3081
ROCOv2_2023_test_000020,CT,Computed tomography of the head: coronal view showing the effacement of the left lateral ventricle frontal horn and 5-mm left to right midline shift (yellow arrow) secondary to intraparenchymal hemorrhage (red arrow),"Based on the context of similar medical images:
- Computed tomography scan of the abdomen showing presence of a multiloculated liver abscess
- Coronal section CT urography of case 2. The bladder was filled with a contrast agent. The wall of the bladder was thickened. The CT scan demonstrated free fluid and thick-wall cysts in the pelvic cavity behind the uterus.
- Computed tomography (CT) scan of the abdomen showing dilated intestinal loops (white arrow)
- Chest CT showing mediastinal and subcutaneous emphysema.
- Computed tomography scan (axial view) revealed an osteolytic lesion in the right zygomatic bone.
- Computed tomography scan (axial view) of the abdomen showing a multiloculated liver abscess","1. Computed tomography scan of the abdomen showing presence of a multiloculated liver abscess
2. Coronal section CT urography of case 2. The bladder was filled with a contrast agent. The wall of the bladder was thickened. The CT scan demonstrated free fluid and thick-wall cysts in the pelvic cavity behind the uterus.
3. Computed tomography (CT) scan of the abdomen showing dilated intestinal loops (white arrow)
4. Chest CT showing mediastinal and subcutaneous emphysema.
5. Computed tomography scan (axial view) revealed an osteolytic lesion in the right zygomatic bone.",0.1429,0.0676,0.0154,0.0074,0.2787,0.3704
ROCOv2_2023_test_000021,CT, Computed tomography of the head showing large intraparenchymal hemorrhage of the left anterior temporal lobe and left inferior frontal lobe (arrows) with surrounding edema and mass effect.,"Based on the context of similar medical images:
- Axial chest CT scan showing bilateral hilar adenopathy (asterisks).
- CT finding of first thrombus in the area of left ventricular apex (purple arrow).
- Adrenal lymphangioma. Abdomen CT, transverse cross-section, after eight years.
- Computed tomography (CT) scan of the abdomen demonstrating oblong collections in the left lower quadrant omentum and within the pelvis containing predominantly indeterminate fluid (arrow).
- CBCT of the axial section showing the root of 38-48 not completely formed and the impacted teeth in horizontally placed in lingo-buccal direction. CBCT, transverse cross-section, after eight years.","1. Axial chest CT scan showing bilateral hilar adenopathy (asterisks).
2. CT finding of first thrombus in the area of left ventricular apex (purple arrow).
3. Adrenal lymphangioma. Abdomen CT, transverse cross-section, after eight years.
4. Computed tomography (CT) scan of the abdomen demonstrating oblong collections in the left lower quadrant omentum and within the pelvis containing predominantly indeterminate fluid (arrow).
5. CBCT of the axial section showing the root of 38-48 not completely formed and the impacted teeth in horizontally placed in lingo-buccal direction. CBCT, Cone beam computed tomography.",0.1176,0.0632,0.0150,0.0074,0.3010,0.2674
