image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000011,US,Transverse US image of the left ovary demonstrates the “string of pearls” sign.,"Based on the context of similar medical images:
- Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
- Ultrasound findings of the hallux. Tear in the extensor hallucis longus (EHL) tendon with retraction proximal to the interphalangeal joint up to the mid proximal phalanx (white arrow). Fluid gap at the dorsal lip of the left 1st distal phalangeal base where the EHL tendon is attached (green arrow).","1. Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
2. Ultrasound findings of the hallux. Tear in the extensor hallucis longus (EHL) tendon with retraction proximal to the interphalangeal joint up to the mid proximal phalanx (white arrow). Fluid gap at the dorsal lip of the left 1st distal phalangeal base where the EHL is expected to insert (orange arrow).
3. B-lines on lung ultrasound. Phased array probe (1-5 MHz) with probe marker facing cephalad placed in an intercostal space. B lines (denoted by arrows), are well-defined comet-tail, vertical hyperechoic artifacts arising from the pleural line that obliterate normal A-lines, and descend to the bottom of the screen. Multiple B-lines in an interspace indicates an interstitial syndrome, where there are increased air-fluid interfaces creating this artifact.
4. A water-filled balloon was used to mimic a cystic lesion. This ultrasound image demonstrated the cystic lesion as a well-defined, oval-shaped anechoic area with posterior enhancement.
5. US gallbladder left lateral decubitus view with black arrows indicating multiple stones",0.0496,0.0287,0.0191,0.0088,0.1810,0.2637
ROCOv2_2023_test_000012,CT,"Neck CT showing a left lymph node conglomerate with hypodense images due to necrotic changes, loss of cleavage plane with muscle structures, and mass effect on the ipsilateral jugular vein.CT: computed tomography","Based on the context of similar medical images:
- CT scan of the abdomen and pelvis. CT scan of the abdomen and pelvis in coronal view demonstrates an enlarged spleen measuring 13.8 cm (red arrow) with a band of hypoattenuation that likely represents an infarction (blue arrow).
- CT abdomen showing the distal pancreatic body and tail are enlarged with blurred contour and peripancreatic fluid collection. A focal hypodense area is found in the pancreatic tail (arrows). Acute pancreatitis with necrosis in the pancreatic tail is suggested.
- Positron emission tomography/computed tomography scan revealed high F-18 fluorodeoxyglucose positron emission tomography/computed tomography scan revealed high F-18 fluorodeoxyglucose","1. CT scan of the abdomen and pelvis. CT scan of the abdomen and pelvis in coronal view demonstrates an enlarged spleen measuring 13.8 cm (red arrow) with a band of hypoattenuation that likely represents an infarction (blue arrow).
2. CT abdomen showing the distal pancreatic body and tail are enlarged with blurred contour and peripancreatic fluid collection. A focal hypodense area is found in the pancreatic tail (arrows). Acute pancreatitis with necrosis in the pancreatic tail is suggested.
3. Positron emission tomography/computed tomography scan revealed high F-18 fluorodeoxyglucose uptake in the left lateral mesorectum (red arrowhead) and left internal iliac area (white arrow).
4. Coronal non-enhanced CT image showing clearly the multicystic nature of the large right kidney mass (arrow)
5. Computed tomography of the abdomen showing perforation of the tumor through muscles of lateral abdominal wall with abscess formation as seen on CT scan.",0.1102,0.0307,0.0093,0.0052,0.1617,0.3619
ROCOv2_2023_test_000013,CT,"Postoperative computed tomography angiography showing that the left internal mammary artery graft was patent, with good distal run-off in the left anterior descending artery.","Based on the context of similar medical images:
- Positron emission tomography/computed tomography scan revealed high F-18 fluorodeoxyglucose uptake in the left lateral mesorectum (red arrowhead) and left internal iliac area (white arrow).
- Abdominal CT scan. The image shows fat infiltration around a distended gallbladder that has wall thickening and stones, as well as a subsegmental ground glass opacity in the right lower lobe
- Computed tomography image of the abdomen showing adrenal mass on axial plane. Image showing heterogenous 7.7 cm lesion (white line measure) appearing to be arising from left adrenal glands in contact with right adrenal gland","1. Positron emission tomography/computed tomography scan revealed high F-18 fluorodeoxyglucose uptake in the left lateral mesorectum (red arrowhead) and left internal iliac area (white arrow).
2. Abdominal CT scan. The image shows fat infiltration around a distended gallbladder that has wall thickening and stones, as well as a subsegmental ground glass opacity in the right lower lobe
3. Computed tomography image of the abdomen showing adrenal mass on axial plane. Image showing heterogenous 7.7 cm lesion (white line measure) appearing to be arising from left adrenal glands in contact with the upper pole of left kidney with areas of hypodensity suggesting necrosis. 
4. In the lower lobe of the right lung, scattered patchy and cordlike shadows with increased density were observed, and some edges were blurred in CT. The interlobular septum of the lung was thickened in a grid shape, which was consistent with interstitial manifestations
5. CT chest on hospital day 25 showing bilateral diffuse opacities",0.1161,0.0647,0.0336,0.0137,0.3065,0.3555
ROCOv2_2023_test_000014,ANGIO,"DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.","Based on the context of similar medical images:
- Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
- Vascular angiography shows steal syndrome.
- Selective angiography representing a long-standing obstruction of the SMA with well-developed collaterals through the GDA (CA: yellow arrow, GDA: blue arrow, and SMA: red arrow) (from the Department of Radiology and Nuclear Medicine, University Hospital of Magdeburg [Germany]). SMA, superior mesenteric artery.
- Completion angiography demonstrating patency of the popliteal artery, anterior tibial artery, and superior rectal artery (from the Department of Radiology and Nuclear Medicine, University Hospital of Magdeburg [Germany]).","1. Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
2. Vascular angiography shows steal syndrome.
3. Selective angiography representing a long-standing obstruction of the SMA with well-developed collaterals through the GDA (CA: yellow arrow, GDA: blue arrow, and SMA: red arrow) (from the Department of Radiology and Nuclear Medicine, University Hospital of Magdeburg [Germany]). SMA, superior mesenteric artery.
4. Completion angiography demonstrating patency of the popliteal artery, anterior tibial artery, posterior tibial artery and peroneal artery.
5. Coronary angiography of the right coronary artery shows the typical location of a branch to the atrioventricular node taking off from the right posterolateral (RPL) branch in the right-dominant coronary circulation. There is some atherosclerotic narrowing in the proximal part of the artery before the take-off of a large acute marginal branch and the right posterior descending branch (RPD). (A higher resolution / colour version of this figure is available in the electronic copy of the article).",0.0615,0.0309,0.0091,0.0049,0.2094,0.3786
ROCOv2_2023_test_000015,UNKNOWN,Chest radiography shows aneurysm as protruding mass.,"Based on the context of similar medical images:
- Axial T1 postcontrast sequence reveals thick, an irregular peripheral rim of enhancement in the right paravertebral region of the base of the skull and enhancing adjacent bone marrow of atlas vertebra representing skull base osteomyelitis with abscess formation (blue arrow). A note is made of enhancing meninges in the thecal space representing meningitis (red arrow).
- A 58-year-old man with left internal carotid artery occlusions, the compensation of collaterals from the right internal carotid artery, external carotid artery and the left vertebral artery to the left hemisphere is insufficient and slow. ASITN/SIRN/SIRN","1. Axial T1 postcontrast sequence reveals thick, an irregular peripheral rim of enhancement in the right paravertebral region of the base of the skull and enhancing adjacent bone marrow of atlas vertebra representing skull base osteomyelitis with abscess formation (blue arrow). A note is made of enhancing meninges in the thecal space representing meningitis (red arrow).
2. A 58-year-old man with left internal carotid artery occlusions, the compensation of collaterals from the right internal carotid artery, external carotid artery and the left vertebral artery to the left hemisphere is insufficient and slow. ASITN/SIR collateral flow grading system: 1.
3. Late gadolinium enhancement (LGE) images demonstrating quantification of the septal burden of replacement fibrosis (encircled) using the 3 standard deviations threshold on consecutive short-axis slices technique.
4. Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
5. Lateral projection of skeletally mature feline patient demonstrating the cardiac landmarks for vertebral heart scale (VHS) measurements as described by Buchanan.",0.0089,0.0028,0.0019,0.0016,0.0272,0.2405
ROCOv2_2023_test_000016,XR,Abdominal X-ray. SEMS was placed beyond the stenosis.,"Based on the context of similar medical images:
- Normal mechanic alignment of right lower limb in standing full‐length radiograph.
- X-ray chest showing marked subcutaneous emphysema, pneumomediastinum (blue arrows), and small left apical pneumothorax (red arrow)
- Abdominal x-ray showing mucosal wall thickening with narrowing in the lumen of the descending colon (yellow arrows).
- Lateral radiograph of right arm. Arrows identify displacement of the anterior and posterior fat pads consistent with a joint effusion.
- Post-intubation chest x-ray
Describe the current image in clinical terms:","1. Normal mechanic alignment of right lower limb in standing full‐length radiograph.
2. X-ray chest showing marked subcutaneous emphysema, pneumomediastinum (blue arrows), and small left apical pneumothorax (red arrow)
3. Abdominal x-ray showing mucosal wall thickening with narrowing in the lumen of the descending colon (yellow arrows).
4. Lateral radiograph of right arm. Arrows identify displacement of the anterior and posterior fat pads consistent with a joint effusion.
5. Post-intubation chest x-ray",0.0495,0.0222,0.0079,0.0048,0.1309,0.2965
ROCOv2_2023_test_000017,UNKNOWN,HRCT done on presentation to the ER that shows B/L ground glass infiltrates with patchy consolidations involving mainly the peripheries,"Based on the context of similar medical images:
- Anteroposterior view of the left shoulder demonstrating proximal migration of the humeral head, noted by disruption of Shenton’s line.HH: humeral head, GF: glenoid fossa, PM: proximal migration, SL: Shenton's line
- Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the lateral trochlear edge","1. Anteroposterior view of the left shoulder demonstrating proximal migration of the humeral head, noted by disruption of Shenton’s line.HH: humeral head, GF: glenoid fossa, PM: proximal migration, SL: Shenton's line
2. Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
3. Gallbladder fossa marked with an arrow (↑), note that gallbladder is not in its normal anatomical position
4. Contrast remained at the positions of dissections (arrows).
5. Late gadolinium enhancement (LGE) images demonstrating quantification of the septal burden of replacement fibrosis (encircled) using the 3 standard deviations threshold on consecutive short-axis slices technique.",0.0268,0.0049,0.0028,0.0021,0.0685,0.2008
ROCOv2_2023_test_000018,UNKNOWN,Large left-sided pneumothorax with typical COVID-19 lungs infiltrate,"Based on the context of similar medical images:
- Normal aortography
- Lateral projection of skeletally mature feline patient demonstrating the cardiac landmarks for vertebral heart scale (VHS) measurements as described by Buchanan.
- Late gadolinium enhancement (LGE) images demonstrating quantification of the septal burden of replacement fibrosis (encircled) using the 3 standard deviations threshold on consecutive short-axis slices technique.
- Heart ultrasounography. Apical four chamber view. RA right atrium, RV right ventricle, LA left atrium, LV left ventricle
- Axial T1 post-contrast of sinus pericranii.The image is showing dilated scalp sinus pericranii.","1. Normal aortography
2. Lateral projection of skeletally mature feline patient demonstrating the cardiac landmarks for vertebral heart scale (VHS) measurements as described by Buchanan.
3. Late gadolinium enhancement (LGE) images demonstrating quantification of the septal burden of replacement fibrosis (encircled) using the 3 standard deviations threshold on consecutive short-axis slices technique.
4. Heart ultrasounography. Apical four chamber view. RA right atrium, RV right ventricle, LA left atrium, LV left ventricle
5. Axial T1 post-contrast of sinus pericranii.The image is showing dilated scalp vein that enhances with contrast (yellow arrow) in stark comparison to APCs. APCs do not enhance due to their fibrous nature.APC: atretic parietal encephaloceles",0.0000,0.0000,0.0000,0.0000,0.0000,0.2223
ROCOv2_2023_test_000019,UNKNOWN,Retrograde portography performed with 10 mL iodinated contrast medium over a 5 French catheter.,"Based on the context of similar medical images:
- Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
- Anteroposterior view of the left shoulder demonstrating proximal migration of the humeral head, noted by disruption of Shenton’s line.HH: humeral head, GF: glenoid fossa, PM: proximal malleolus","1. Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
2. Anteroposterior view of the left shoulder demonstrating proximal migration of the humeral head, noted by disruption of Shenton’s line.HH: humeral head, GF: glenoid fossa, PM: proximal migration, SL: Shenton's line
3. Axial T1 postcontrast sequence reveals thick, an irregular peripheral rim of enhancement in the right paravertebral region of the base of the skull and enhancing adjacent bone marrow of atlas vertebra representing skull base osteomyelitis with abscess formation (blue arrow). A note is made of enhancing meninges in the thecal space representing meningitis (red arrow).
4. Longitudinal scan with presence of massive pleural effusion above the diaphragmatic line in pleural cavity, with atelectasis of adjacent lung parenchyma.
5. Late gadolinium enhancement (LGE) images demonstrating quantification of the septal burden of replacement fibrosis (encircled) using the 3 standard deviations threshold on consecutive short-axis slices technique.",0.0095,0.0030,0.0021,0.0017,0.0208,0.1448
ROCOv2_2023_test_000020,CT,Computed tomography of the head: coronal view showing the effacement of the left lateral ventricle frontal horn and 5-mm left to right midline shift (yellow arrow) secondary to intraparenchymal hemorrhage (red arrow),"Based on the context of similar medical images:
- Contrast-enhanced abdominal CT scan in the axial plane demonstrating air-filled duodenal diverticulum with local mild duodenal wall thickening (red arrows) and fluid collections (blue arrows)
- Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis
- Coronal computed tomography image demonstrating a homogenous mass (arrow) in the left lung apex with erosion of the underlying vertebra (short arrow).
- CT chest axial view showing a huge ascending aortic aneurysm (*).
- In the lower lobe of the right lung (arrow), a large, heterogeneously enhancing mass (arrow) in the left lung apex","1. Contrast-enhanced abdominal CT scan in the axial plane demonstrating air-filled duodenal diverticulum with local mild duodenal wall thickening (red arrows) and fluid collections (blue arrows)
2. Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis
3. Coronal computed tomography image demonstrating a homogenous mass (arrow) in the left lung apex with erosion of the underlying vertebra (short arrow).
4. CT chest axial view showing a huge ascending aortic aneurysm (*).
5. In the lower lobe of the right lung, scattered patchy and cordlike shadows with increased density were observed, and some edges were blurred in CT. The interlobular septum of the lung was thickened in a grid shape, which was consistent with interstitial manifestations",0.1719,0.1041,0.0205,0.0091,0.3465,0.4434
