image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000011,US,Transverse US image of the left ovary demonstrates the “string of pearls” sign.,"Based on the context of similar medical images:
- Abdominal ultrasound from Case 1 showing free intraperitoneal fluid (thin arrow) as well as free intraperitoneal air (thick arrow) as demonstrated by the enhanced peritoneal stripe sign and reverberation artifact.
- Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
-  Ultrasound on Jun 15, 2020. 
- Ultrasound image with hypoechoic collection (red arrow) and appendicoliths (white arrows).","1. Abdominal ultrasound from Case 1 showing free intraperitoneal fluid (thin arrow) as well as free intraperitoneal air (thick arrow) as demonstrated by the enhanced peritoneal stripe sign and reverberation artifact.
2. Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
3.  Ultrasound on Jun 15, 2020. 
4. Ultrasound image with hypoechoic lesion measuring 1.5 cm × 2 cm
5.  A 69-year-old man presented with obstructive jaundice due to recurrence 18 mo after distal gastrectomy and Roux-en-Y reconstruction for gastric cancer. A recurrent mass with central necrosis (white arrowheads) obstructed the extrahepatic bile duct (black arrow), causing dilatation of intrahepatic bile ducts and gallbladder (white arrows). While endoscopic ultrasound-guided hepaticogastrostomy led to symptomatic relief, the patient died 1 mo later.",0.0488,0.0063,0.0032,0.0023,0.1311,0.3341
ROCOv2_2023_test_000012,CT,"Neck CT showing a left lymph node conglomerate with hypodense images due to necrotic changes, loss of cleavage plane with muscle structures, and mass effect on the ipsilateral jugular vein.CT: computed tomography","Based on the context of similar medical images:
- Pancreatic Tail Injury on CT Imaging
- CT of the thoracic cavity revealed a mass measuring 27 × 23 cm in the caudal lobe of the right lung
- Chest computed tomography image showing ground-glass opacity, crazy paving, and consolidation
- Abdominal contrast-enhanced computed tomography on postoperative day 7. Sagittal image demonstrating improved celiac artery patency
- Abdominal CT-scan revealing right renal atrophy with nonspecific ureteral and pyelocaliceal ectasia and retroperitoneal fibrosis involving the right ureter
Describe the current image in clinical terms:","1. Pancreatic Tail Injury on CT Imaging
2. CT of the thoracic cavity revealed a mass measuring 27 × 23 cm in the caudal lobe of the right lung
3. Chest computed tomography image showing ground-glass opacity, crazy paving, and consolidation
4. Abdominal contrast-enhanced computed tomography on postoperative day 7. Sagittal image demonstrating improved celiac artery patency
5. Abdominal CT-scan revealing right renal atrophy with nonspecific ureteral and pyelocaliceal ectasia and retroperitoneal fibrosis involving the right ureter",0.1562,0.0702,0.0174,0.0087,0.2166,0.3058
ROCOv2_2023_test_000013,CT,"Postoperative computed tomography angiography showing that the left internal mammary artery graft was patent, with good distal run-off in the left anterior descending artery.","Based on the context of similar medical images:
- CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
- Open globe injury in a 24-year-old man. Axial unenhanced CT image showing anterior chamber deepening and dislocated lens in the right eye.
- CT scan of the chest.CT scan of the chest showing scattered reticular, ground-glass, atelectatic and fibrotic changes again seen in both lungs. These are slightly worsened compared to Figure 1 especially in the right upper lobe where there is a groundglass patchy infiltrate of 5 cm in size with associated new cavity of 2 cm in the right middle lobe (blue arrow). CT scan of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy","1. CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
2. Open globe injury in a 24-year-old man. Axial unenhanced CT image showing anterior chamber deepening and dislocated lens in the right eye.
3. CT scan of the chest.CT scan of the chest showing scattered reticular, ground-glass, atelectatic and fibrotic changes again seen in both lungs. These are slightly worsened compared to Figure 1 especially in the right upper lobe where there is a groundglass patchy infiltrate of 5 cm in size with associated new cavity of 2 cm in the right middle lobe (blue arrow). 
4. Coronal CT image, the largest diameter of the caecum is 10 cm, intestinal pneumatosis is indicated by 1 arrow.
5. CT abdomen showing aorta on the right side (empty arrow) and inferior vena cava on left side (solid arrow).",0.0611,0.0217,0.0071,0.0041,0.1233,0.3016
ROCOv2_2023_test_000014,ANGIO,"DSA showing self-expandable stent of the left ICA.Foot note: DSA, Digital Subtraction Angiography; ICA, Internal Carotid Artery.","Based on the context of similar medical images:
- Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
- Postprocedural angiography of the SMA after stent placement stabilizes the dissection fold and improved peripheral blood flow.
- Preoperative coronary angiography. Only 1 leaflet was observed on the CarboMedics mitral valve.
- Right coronary angiogram (left anterior oblique 30°/cranial 30°) revealing a small anomalous LAD artery (blue arrows), a large ectatic RCA giving rise to the LCx (white arrows), multiple RCA lesions (red arrows), and a small anomalous LAD artery (green arrows)","1. Digitally subtracted angiogram demonstrates active extravasation of the superior rectal artery into the ileal-conduit (blue arrow)
2. Postprocedural angiography of the SMA after stent placement stabilizes the dissection fold and improved peripheral blood flow.
3. Preoperative coronary angiography. Only 1 leaflet was observed on the CarboMedics mitral valve.
4. Right coronary angiogram (left anterior oblique 30°/cranial 30°) revealing a small anomalous LAD artery (blue arrows), a large ectatic RCA giving rise to the LCx (white arrows), multiple RCA lesions (green arrows) with an 80-90% mid to distal calcified eccentric lesion (green arrow with asterixis), a filling defect representing a thrombotic occlusion in the distal RCA (red arrow), and a 70% mid right posterior descending artery concentric lesion (yellow arrow).
5. Coronary angiography in the Left anterior oblique (LAO) caudal view demonstrated double right coronary artery: main RCA (M.RCA), double RCA (D.RCA) and the dissection in the proximal portion of the main RCA.",0.0855,0.0271,0.0086,0.0049,0.2342,0.4277
ROCOv2_2023_test_000015,UNKNOWN,Chest radiography shows aneurysm as protruding mass.,"Based on the context of similar medical images:
- Case 1: Parastomal varix in 47-year-old female. Embolization of the SMV branch supplying stomal varices (yellow arrow) via an angled catheter was performed. Embolization agents used: embozene particles (700 μm) followed by 1000 units of thrombin.
- Parasternal long-axis view showing the A2 and P2 mitral scallops.
- 15-year follow-up radiographs for a patient that underwent staged bilateral THR for AVN at the age of 39, with primary autogenous acetabular impaction grafting performed due to marked cyst formation and sclerosis
- ipsilateral thoracic aortic aneurysm","1. Case 1: Parastomal varix in 47-year-old female. Embolization of the SMV branch supplying stomal varices (yellow arrow) via an angled catheter was performed. Embolization agents used: embozene particles (700 μm) followed by 1000 units of thrombin.
2. Parasternal long-axis view showing the A2 and P2 mitral scallops.
3. 15-year follow-up radiographs for a patient that underwent staged bilateral THR for AVN at the age of 39, with primary autogenous acetabular impaction grafting performed due to marked cyst formation and sclerosis
4.  Optic nerve sheath diameter. High frequency 5-10 MHz linear probe in “Ophthalmic” or “Venous” preset with probe gently placed on upper eyelid in horizontal plane. Diameter of optic nerve is measured in transverse dimension, 3 mm posterior to where optic nerve enters the globe. In this patient optic nerve sheath diameter is measured at 3.5 mm.
5.  A bilateral total hip arthroplasty, with a Ti-Por cup on the right and a hydroxyapatite-coated socket on the left. The different surface roughness is evident. Both the cups had good radiographic osseointegration at 3 years.",0.0189,0.0042,0.0026,0.0020,0.0843,0.1260
ROCOv2_2023_test_000016,XR,Abdominal X-ray. SEMS was placed beyond the stenosis.,"Based on the context of similar medical images:
- Follow-up radiograph 2 years postoperatively
- Post-surgery X-ray.
- Chest X-ray on admission.Right-sided mediastinal shift and tracheal deviation are observed. The right lung shows atelectasis and infiltrative shadows. The left lung shows ground-glass opacity.
- Chest radiograph following explantation of the RML valve resulting in significant lung re-expansion and resolution of continuous air leak. RML:
- Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
Describe the current image in clinical terms:","1. Follow-up radiograph 2 years postoperatively
2. Post-surgery X-ray.
3. Chest X-ray on admission.Right-sided mediastinal shift and tracheal deviation are observed. The right lung shows atelectasis and infiltrative shadows. The left lung shows ground-glass opacity.
4. Chest radiograph following explantation of the RML valve resulting in significant lung re-expansion and resolution of continuous air leak. RML:
5. Chest Xray Illustrating Complete Collapse of the Left Lung Lobe",0.0444,0.0223,0.0083,0.0051,0.1111,0.3078
ROCOv2_2023_test_000017,UNKNOWN,HRCT done on presentation to the ER that shows B/L ground glass infiltrates with patchy consolidations involving mainly the peripheries,"Based on the context of similar medical images:
- Computerized tomography of abdomen pelvis with contrast. (A) Moderate dilation of the colon with fluid and stool which is improved when compared with prior computerized tomography. No small bowel dilation.
- Sagittal cervical spine STIR image showing canal stenosis at C3-4 and C4-5.
- Maintaining the integrity of the femoral isthmus is mandatory; a minimal contact of 2 cm is necessary for primary stability of the stem.
- Obturation done in 11
- ERCP cholangiogram showing surgical clips, several filling defects (bile duct stone indicated by arrows), and one with the surgical clip still in place.","1. Computerized tomography of abdomen pelvis with contrast. (A) Moderate dilation of the colon with fluid and stool which is improved when compared with prior computerized tomography. No small bowel dilation.
2. Sagittal cervical spine STIR image showing canal stenosis at C3-4 and C4-5.
3. Maintaining the integrity of the femoral isthmus is mandatory; a minimal contact of 2 cm is necessary for primary stability of the stem.
4. Obturation done in 11
5. ERCP cholangiogram showing surgical clips, several filling defects (bile duct stone indicated by arrows), and one with the surgical clip at the center (arrowhead).ERCP: endoscopic retrograde cholangiopancreatography",0.0420,0.0060,0.0031,0.0023,0.1338,0.2285
ROCOv2_2023_test_000018,UNKNOWN,Large left-sided pneumothorax with typical COVID-19 lungs infiltrate,"Based on the context of similar medical images:
- Depiction of the posterior lamina of the fascia thoracolumbalis (FTL; yellow arrows) and anterior lamina (white open arrows). The anterior and posterior lamina unite in the lateral raphe (red oval). A venous vessel runs from the lateral raphe to the skin (asterisk). The epimysium (white arrow) of the erector spinae muscle inseparable from the fascia thoracolumbalis (FTL) near the spinous process. Superficial (two asterisks) and deep (three asterisks) subcutaneous fascia
- Contrast esophagography, showing no data for mediastinum","1. Depiction of the posterior lamina of the fascia thoracolumbalis (FTL; yellow arrows) and anterior lamina (white open arrows). The anterior and posterior lamina unite in the lateral raphe (red oval). A venous vessel runs from the lateral raphe to the skin (asterisk). The epimysium (white arrow) of the erector spinae muscle inseparable from the fascia thoracolumbalis (FTL) near the spinous process. Superficial (two asterisks) and deep (three asterisks) subcutaneous fascia
2. Contrast esophagography, showing no data for mediastinal leakage
3. (a) Example of the 1H-MRS voxel localization. (b) MR proton spectra. mI, myo. Inositol; Cho, choline-containing compound; Cr, creatine; GSH, glutathione; Glx, glutamate and glutamine; NAA, N-acetylaspartate; ppm, parts per million [17].
4. Percutaneous pigtail catheter drainage of lymphocele.
5. Limited echocardiogram following tPA therapy showing complete resolution of the intracardiac masst. PA: tissue plasminogen activator",0.0000,0.0000,0.0000,0.0000,0.0000,0.2021
ROCOv2_2023_test_000019,UNKNOWN,Retrograde portography performed with 10 mL iodinated contrast medium over a 5 French catheter.,"Based on the context of similar medical images:
- Cavogram of patient IVC superior to thrombosis. The hepatic veins could not be catheterised. IVC, inferior vena cava.
- Axial MR T2 wt scan reveals intermediate to increased signal intensities in the right cerebellomedullary cistern & pre medullary cisterns.
- Axial T2-weighted follow-up MR image 1 month after onset. This MR image reveals chronic sinusitis of the right greater wing, which is filled with mucosa and fluid (arrowheads), and the ethmoid sinus, which has thick mucosa (arrows).
- Contrast-enhanced T2-weighted follow-up MR image 1 month after onset. This MR image reveals chronic sinusitis of the right greater wing, which is filled with mucosa and fluid (arrowheads), and the ethmoid sinus, which has","1. Cavogram of patient IVC superior to thrombosis. The hepatic veins could not be catheterised. IVC, inferior vena cava.
2. Axial MR T2 wt scan reveals intermediate to increased signal intensities in the right cerebellomedullary cistern & pre medullary cisterns.
3. Axial T2-weighted follow-up MR image 1 month after onset. This MR image reveals chronic sinusitis of the right greater wing, which is filled with mucosa and fluid (arrowheads), and the ethmoid sinus, which has thick mucosa (arrows).
4. Contrast-enhanced T1-weighted coronal image of the brain, 1 month after initial presentation. The arrow shows a diminished enlargement of the gland with a mostly empty sella.
5. A 3-year-old boy with an accessory spleen.Longitudinal ultrasonography of the spleen shows an approximately 1.2-cm round to oval mass (arrows) with echogenicity identical to that of the spleen at the splenic hilum, suggesting an accessory spleen.",0.0141,0.0032,0.0019,0.0015,0.0361,0.3128
ROCOv2_2023_test_000020,CT,Computed tomography of the head: coronal view showing the effacement of the left lateral ventricle frontal horn and 5-mm left to right midline shift (yellow arrow) secondary to intraparenchymal hemorrhage (red arrow),"Based on the context of similar medical images:
- CT scan performed on February of 2021 and showed a questionable circumferential wall thickening (arrow) of a distal small bowel loop in the right side of the abdomen which needs further assessment
- CT of the chest/abdomen showing severe splenomegaly
- CT scan showing T6 osteolytic lesion (red arrow), calcified fibroid on the uterus (yellow arrow), and intrauterine device in place (blue arrow).
- CT scan of the chest demonstrating diffuse ground-glass opacities in the upper lung fields and near-complete opacification of the lower lobes bilaterally with multifocal areas of cystic necrosis and cavitation","1. CT scan performed on February of 2021 and showed a questionable circumferential wall thickening (arrow) of a distal small bowel loop in the right side of the abdomen which needs further assessment
2. CT of the chest/abdomen showing severe splenomegaly
3. CT scan showing T6 osteolytic lesion (red arrow), calcified fibroid on the uterus (yellow arrow), and intrauterine device in place (blue arrow).
4. CT scan of the chest demonstrating diffuse ground-glass opacities in the upper lung fields and near-complete opacification of the lower lobes bilaterally with multifocal areas of cystic necrosis and cavitary lesions.
5. Coronal view of CT-angiogram showing a single enhanced jejunal loop (white arrow). In comparison, all the other bowel loops show dilation and hypoenhancement denoting ischemia. There is stranding of the mesenteric fat planes representing mesenteric congestion.",0.1478,0.1019,0.0716,0.0506,0.3073,0.3079
