image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000117,UNKNOWN,TEE showing 7-mm presumed fibroelastoma present on the aortic valve (yellow arrow)TEE: transesophageal echocardiogram,"Based on the context of similar medical images:
- Ventrodorsal radiographic view of the abdomen. Note the position of the calipers to measure the length of each kidney and the vertebral bodies.
- Angiographic image showing left main coronary artery (LMCA) dividing into circumflex (Cx) and left anterior descending artery (LAD). LAD is seen only up to the first part and then the diagonal branch is seen with 90% stenosis. Circumflex is seen with 80% to 90% stenosis.
- Injection of fluid in between the tibial (T) and peroneal (P) nerve.
- Sagittal view of the mycotic abdominal aneurysm.","1. Ventrodorsal radiographic view of the abdomen. Note the position of the calipers to measure the length of each kidney and the vertebral bodies.
2. Angiographic image showing left main coronary artery (LMCA) dividing into circumflex (Cx) and left anterior descending artery (LAD). LAD is seen only up to the first part and then the diagonal branch is seen with 90% stenosis. Circumflex is seen with 80% to 90% stenosis.
3. Injection of fluid in between the tibial (T) and peroneal (P) nerve.
4. Sagittal view of the mycotic abdominal aneurysm
5. Transthoracic echocardiogram showing a giant mass (white arrow) in the left atrium obstructing the mitral valve (yellow arrow) that is suggestive of myxoma",0.0500,0.0205,0.0071,0.0042,0.1064,0.1728
ROCOv2_2023_test_000118,UNKNOWN,"Cephalometric landmarks: sella (S), nasion (N), point A, pronasale (tip of nose, Prn), subnasale (Sn), labrale superius (Ls), anterior nasal spine (ANS), and incisor superius (Is). The X-axis (horizontal line) was constructed by drawing a line through N and 7° above the NS line, and the Y-axis (vertical line) passed through S and was perpendicular to the X-axis. The following distances and angles were measured: red line: ANS–Prn, ANS–Sn, ANS–Ls; green line: Is–Sn, Is–Ls, Ls-Sn; white dotted line: nasolabial (NLA) angle.","Based on the context of similar medical images:
- Nodular (arrows) lesions are observed in the middle lobe of the right lung and subpleural peripherally in the lower lobes.
- Large left-sided pneumothorax with typical COVID-19 lungs infiltrate
- Dividing into two zones along the long axis of the hematoma, each zone was assumed to be an imaginary sphere.
- Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge","1. Nodular (arrows) lesions are observed in the middle lobe of the right lung and subpleural peripherally in the lower lobes.
2. Large left-sided pneumothorax with typical COVID-19 lungs infiltrate
3. Dividing into two zones along the long axis of the hematoma, each zone was assumed to be an imaginary sphere.
4. Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
5. A 30-year-old patient with a normal placenta. Sagittal T2-weighted HASTE sequence showing an inverted pear-shaped uterus and a preserved myometrium-placenta interface (arrows).",0.1825,0.0116,0.0046,0.0029,0.1157,0.1822
ROCOv2_2023_test_000119,MRI,Brain mri T2 sequence showed a large cyst arachnoid compressing the brainstem and the 4th ventricle.,"Based on the context of similar medical images:
- 18‐FDG PET/MRI image of the prostate.
- Pre-treatment T1 fat-suppressed post-gadolinium MRI sagittal view showing signal enhancement of the L3/L4 vertebral bodies (red arrowheads).MRI: magnetic resonance imaging
- Brian MRI showing bilateral cerebral subcortical, deep white matter, and centrum semioval bright signal foci in T2/weighted images.
- Axial MRI of the head and neck demonstrating a filling defect in the left jugular bulb (red arrow)
- MRI Cervical Spine MRI image showing abnormal signal with prevertebral edema and fluid collection concerning for the cervical spine (red arrow)","1. 18‐FDG PET/MRI image of the prostate.
2. Pre-treatment T1 fat-suppressed post-gadolinium MRI sagittal view showing signal enhancement of the L3/L4 vertebral bodies (red arrowheads).MRI: magnetic resonance imaging
3. Brian MRI showing bilateral cerebral subcortical, deep white matter, and centrum semioval bright signal foci in T2/weighted images.
4. Axial MRI of the head and neck demonstrating a filling defect in the left jugular bulb (red arrow)
5. MRI Cervical Spine MRI image showing abnormal signal with prevertebral edema and fluid collection concerning for vertebral discitis-osteomyelitis with small prevertebral abscess, marked with an arrow.",0.0550,0.0071,0.0036,0.0026,0.1527,0.1840
ROCOv2_2023_test_000120,CT,CT scan of the abdomen showing hepatosplenomegaly with post‐surgical changes,"Based on the context of similar medical images:
- CT abdomen: axial plane, portal venous phase. The arrow indicates epigastric lesion. CT: computed tomography
- Coronal CT image, the largest diameter of the caecum is 10 cm, intestinal pneumatosis is indicated by 1 arrow.
- Reconstructed micro-computed tomography image for measuring the distance between the incisive canal and the apex of the mesial root of the first molar (red arrow).
- A computed tomography scan showed a left kidney mass (arrow) with features suggestive of primary renal cell carcinoma
- CT abdomen showing aorta on the right side (empty arrow) and inferior vena cava on the left side (full arrow)","1. CT abdomen: axial plane, portal venous phase. The arrow indicates epigastric lesion. CT: computed tomography
2. Coronal CT image, the largest diameter of the caecum is 10 cm, intestinal pneumatosis is indicated by 1 arrow.
3. Reconstructed micro-computed tomography image for measuring the distance between the incisive canal and the apex of the mesial root of the first molar (red arrow).
4. A computed tomography scan showed a left kidney mass (arrow) with features suggestive of primary renal cell carcinoma
5. CT abdomen showing aorta on the right side (empty arrow) and inferior vena cava on left side (solid arrow).",0.0547,0.0293,0.0088,0.0048,0.2200,0.2800
ROCOv2_2023_test_000121,CT," Axial plane of CT-PNS image showing, soft tissue density lesion completely occluding right maxillary sinus, extending anteriorly into the right nasal cavity through the widened ostium with mass effect on the nasal septum resulting in deviated nasal septum with convexity toward the left side and atrophy of the corresponding middle turbinate due to compression. The absence of medial wall of the right maxillary sinus with thinning of the medial pterygoid plate on the right side suggestive of bony involvement.PNS - paranasal sinuses","Based on the context of similar medical images:
- Computed tomography Axial view demonstrating extensive dilatation of proximal duodenum marked by X, between SMA and AAA marked by blue and black arrow respectively.
- Retrograde Ct cystogram showing persistent contrast leak from the left lateral aspect after surgical repair.
- CT thorax, abdomen, and pelvis (TAP) showing a 2.5 cm, sub-pleural, wedge-shaped lesion over the lateral basal segment of the left lower lobe with adjacent atelectasis and small pleural effusion suggestive of abscess
- CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of pleural effusion","1. Computed tomography Axial view demonstrating extensive dilatation of proximal duodenum marked by X, between SMA and AAA marked by blue and black arrow respectively.
2. Retrograde Ct cystogram showing persistent contrast leak from the left lateral aspect after surgical repair.
3. CT thorax, abdomen, and pelvis (TAP) showing a 2.5 cm, sub-pleural, wedge-shaped lesion over the lateral basal segment of the left lower lobe with adjacent atelectasis and small pleural effusion suggestive of abscess
4. CT chest showed well-demarcated area of consolidation in the peripheral right upper lobe which could represent an area of infarction
5. Male patient's abdominal CT (arrows: ascites).",0.2174,0.0873,0.0189,0.0088,0.1534,0.2695
ROCOv2_2023_test_000122,CT,Post-contrast axial plane CT-PNS image showing heterogeneous intense enhancement.,"Based on the context of similar medical images:
- CT scan showing a 4.2-cm right breast mass (axial view)
- Axial CT pelvis showing enlarged prostate (9.6cm) (red arrow) with a mass effect on the rectum and bladder
- Open globe injury in a 26-year-old man. Axial unenhanced CT image showing right disorganized globe.
- Axial CT scan of the head shows complete loss of gray-white matter differentiation and complete obliteration of brain sulci and cisterns suggesting diffuse anoxic brain injury CT, computerized tomography
- A PET-CT Scan Showing a Rectal Mass.
Describe the current image in clinical terms","1. CT scan showing a 4.2-cm right breast mass (axial view)
2. Axial CT pelvis showing enlarged prostate (9.6cm) (red arrow) with a mass effect on the rectum and bladder
3. Open globe injury in a 26-year-old man. Axial unenhanced CT image showing right disorganized globe.
4. Axial CT scan of the head shows complete loss of gray-white matter differentiation and complete obliteration of brain sulci and cisterns suggesting diffuse anoxic brain injury CT, computerized tomography
5. A PET-CT Scan Showing a Rectal Mass.",0.0364,0.0183,0.0068,0.0041,0.1000,0.2551
ROCOv2_2023_test_000123,XR,Radiograph of the left hip after surgery.,"Based on the context of similar medical images:
- Posteroanterior chest X-ray with an opacification within the left lung base.
- Lateral postoperative right foot weight-bearing X-ray.
- plain abdominal X-ray showing a lucent foreign body on the left side with proximal tapering
- Preoperative radiograph of a female 35-year-old patient with left hip dislocation and fracture of the femoral head (Pipkin type 1 fracture)
- Plain radiograph demonstrating a well-defined oval-shaped opacity in the apical zone of the left lung (arrow).
Describe the current image in clinical terms:","1. Posteroanterior chest X-ray with an opacification within the left lung base.
2. Lateral postoperative right foot weight-bearing X-ray.
3. plain abdominal X-ray showing a lucent foreign body on the left side with proximal tapering
4. Preoperative radiograph of a female 35-year-old patient with left hip dislocation and fracture of the femoral head (Pipkin type 1 fracture)
5. Plain radiograph demonstrating a well-defined oval-shaped opacity in the apical zone of the left lung (arrow).",0.0612,0.0502,0.0297,0.0129,0.2059,0.2726
ROCOv2_2023_test_000124,CT,Axial image of contrast‐enhanced computed tomography (CECT) of lower abdomen shows a mixed solid and cystic mass with scattered areas of fatty components and calcifications suggestive of an ovarian teratoma,"Based on the context of similar medical images:
- Computed tomography of the brain on postoperative day 1 showing localized cerebral edema with a narrowed sulcus in the right frontal and temporal lobes (white arrow head)
- Open globe injury in a 53-year-old woman. Axial unenhanced CT image showing hemorrhage in posterior chamber of the right eye.
- Coronal non-enhanced CT image showing clearly the multicystic nature of the large right kidney mass (arrow)
- CT SCAN: hydrocephalus with pneumocephalus and pneumoventricle.
- CT scan revealed the persistence of the air bubble.
Describe the current image in clinical terms:","1. Computed tomography of the brain on postoperative day 1 showing localized cerebral edema with a narrowed sulcus in the right frontal and temporal lobes (white arrow head)
2. Open globe injury in a 53-year-old woman. Axial unenhanced CT image showing hemorrhage in posterior chamber of the right eye.
3. Coronal non-enhanced CT image showing clearly the multicystic nature of the large right kidney mass (arrow)
4. CT SCAN: hydrocephalus with pneumocephalus and pneumoventricle.
5. CT scan revealed the persistence of the air bubble.",0.1364,0.0354,0.0105,0.0057,0.2364,0.2506
ROCOv2_2023_test_000125,MRI,Sagittal T1-weighted MRI without contrast. Rhabdomyosarcoma (RMS) is delineated by arrows in imaging.,"Based on the context of similar medical images:
- Coronal MRI of the abdomen shows cystic lesions filling the abdominal cavity and displacing the small bowel to the right upper quadrant.MRI: Magnetic resonance imaging
-  Magnetic resonance cholangiopancreatography revealed no structural changes and no gallstones in the pancreaticobiliary duct system.
- Brain MRI coronal T2 showing hyperintensity in the right anterior temporal lobe
- MRI of the brain showing right-sided cerebellar infarct.
- MRI Scan (Sagittal)
Describe the current image in clinical terms:","1. Coronal MRI of the abdomen shows cystic lesions filling the abdominal cavity and displacing the small bowel to the right upper quadrant.MRI: Magnetic resonance imaging
2.  Magnetic resonance cholangiopancreatography revealed no structural changes and no gallstones in the pancreaticobiliary duct system.
3. Brain MRI coronal T2 showing hyperintensity in the right anterior temporal lobe
4. MRI of the brain showing right-sided cerebellar infarct.
5. MRI Scan (Sagittal)",0.0889,0.0100,0.0048,0.0034,0.1646,0.2737
ROCOv2_2023_test_000126,XR,"Chest X-ray PA view: moderate right pleural effusion, minimal left pleural effusion.PA, posteroanterior","Based on the context of similar medical images:
- A 2-month-old infant with infantile cortical hyperostosis (Caffey disease). Radiograph shows cortical hyperostosis in the left femur and right tibia
- pelvic X-ray showing a left colon foreign body
- Chest radiograph showing ill-defined opacity suspicious for acute chest syndrome. Chest computed tomography angiography returned negative.
- Radiograph shows the injuries of patient’s right hand.
- X-ray image of aseptic loosening of the distal stem of the humeral intercalary endoprosthesis. Resection of the metastasis revealed it was a uterine sarcoma solitary metastatic carcinoma.","1. A 2-month-old infant with infantile cortical hyperostosis (Caffey disease). Radiograph shows cortical hyperostosis in the left femur and right tibia
2. pelvic X-ray showing a left colon foreign body
3. Chest radiograph showing ill-defined opacity suspicious for acute chest syndrome. Chest computed tomography angiography returned negative.
4. Radiograph shows the injuries of patient’s right hand.
5. X-ray image of aseptic loosening of the distal stem of the humeral intercalary endoprosthesis. Resection of the metastasis revealed it was a uterine sarcoma solitary metastatic lesion of the left humerus. After 23 months, there was aseptic loosening. Due to the patient’s poor general condition (pulmonary and multiple skeletal metastases) and acceptable functional result (a Musculoskeletal Tumor Society score of 21), revision was not indicated. This image is from patient 7 in Table 1.",0.0485,0.0069,0.0036,0.0026,0.1012,0.4564
ROCOv2_2023_test_000127,CT,CT chest without contrast axial view showing moderate right pleural effusion (red arrow).,"Based on the context of similar medical images:
- Cervical contrast CT at initial examination (sagittal)The arrow points to the high-density area, which was considered a hematoma.
- Chest computed tomography scan showing multiple bilateral bronchopulmonary infiltrates
- CT scan coronal cut showing the nasal tooth.
- CT of the chest/abdomen showing severe splenomegaly
- Postoperative abdominal CT scan showing migration of the stercolith in the cecum (white arrow).
Describe the current image in clinical terms:","1. Cervical contrast CT at initial examination (sagittal)The arrow points to the high-density area, which was considered a hematoma.
2. Chest computed tomography scan showing multiple bilateral bronchopulmonary infiltrates
3. CT scan coronal cut showing the nasal tooth.
4. CT of the chest/abdomen showing severe splenomegaly
5. Postoperative abdominal CT scan showing migration of the stercolith in the cecum (white arrow).",0.0920,0.0462,0.0293,0.0132,0.2733,0.3285
ROCOv2_2023_test_000128,XR,Chest radiograph of the second right-sided pneumothorax more extensive involving the right upper lobe (black arrow).,"Based on the context of similar medical images:
- Preoperative radiograph of the patient with hip osteoarthritis (Kellgren-Lawrence Stage 3).
- Admission chest X-ray.
- Chest X-ray. A plain chest X-ray showing a solitary pulmonary nodule 2 cm in diameter (arrow) in the right mid-lung
- Preoperative radiograph of a female 35-year-old patient with left hip dislocation and fracture of the femoral head (Pipkin type 1 fracture)
- Chest radiograph demonstrating diffuse bilateral opacities.
Describe the current image in clinical terms:","1. Preoperative radiograph of the patient with hip osteoarthritis (Kellgren-Lawrence Stage 3).
2. Admission chest X-ray.
3. Chest X-ray. A plain chest X-ray showing a solitary pulmonary nodule 2 cm in diameter (arrow) in the right mid-lung
4. Preoperative radiograph of a female 35-year-old patient with left hip dislocation and fracture of the femoral head (Pipkin type 1 fracture)
5. Chest radiograph demonstrating diffuse bilateral opacities.",0.1075,0.0837,0.0426,0.0171,0.2818,0.4867
ROCOv2_2023_test_000129,XR,"Last chest radiograph performed, showing almost complete resolution of the second pneumothorax after second blood patch.","Based on the context of similar medical images:
- Chest x-ray showing mild cardiomegaly with interval development of bilateral pleural effusions (blue arrows) with bibasilar atelectasis, pulmonary vascular congestion, and edema (red arrows).
- Plain X-ray of the abdomen showing the presence of capsule in the lower abdomen.
- Postoperative chest x-ray demonstrating resolution of the pneumopericardium
- Normal mechanic alignment of right lower limb in standing full‐length radiograph.
- TOE long-axis view of the aortic bioprosthesis poorly visible on X-ray—distal disc of the occluder visualized while being implanted in the PVL.","1. Chest x-ray showing mild cardiomegaly with interval development of bilateral pleural effusions (blue arrows) with bibasilar atelectasis, pulmonary vascular congestion, and edema (red arrows).
2. Plain X-ray of the abdomen showing the presence of capsule in the lower abdomen.
3. Postoperative chest x-ray demonstrating resolution of the pneumopericardium
4. Normal mechanic alignment of right lower limb in standing full‐length radiograph.
5. TOE long-axis view of the aortic bioprosthesis poorly visible on X-ray—distal disc of the occluder visualized while being implanted in the PVL located at the right coronary sinus.",0.0777,0.0390,0.0247,0.0111,0.1698,0.3331
ROCOv2_2023_test_000130,CT,"Micro-CT slice through a pheasant carcass.This shows a whole shotgun pellet, a small metal fragment and a probable bone fragment. Note the obvious blooming artefact effect around the shotgun pellet.","Based on the context of similar medical images:
- Computed tomography scan showed neoplastic invasion of the entire thoracic aorta.
- Chest CT scan of a novel false-negative PC patient. A 44-year-old nonsmoking female with a ground-glass opacity in the left lower lung showed false-negative CrAg LFA detection in the lung aspirate after CT-guided percutaneous lung biopsy. No suitable pathological tissue was obtained and the patient eventually underwent thoracoscopic surgery and was diagnosed with PC. CrAg = cryptococcal capsular polysaccharide antigen, CT = computed tomography, LFA = lateral flow immunoassay, PC = pulmonary cryptococcosis.","1. Computed tomography scan showed neoplastic invasion of the entire thoracic aorta.
2. Chest CT scan of a novel false-negative PC patient. A 44-year-old nonsmoking female with a ground-glass opacity in the left lower lung showed false-negative CrAg LFA detection in the lung aspirate after CT-guided percutaneous lung biopsy. No suitable pathological tissue was obtained and the patient eventually underwent thoracoscopic surgery and was diagnosed with PC. CrAg = cryptococcal capsular polysaccharide antigen, CT = computed tomography, LFA = lateral flow immunoassay, PC = pulmonary cryptococcosis.
3. CT revealed a high-density soft tissue mass in the subcutaneous tissue of the right buttock. CT, computed tomography.
4. Contrast-enhanced computed tomography (CT), venous phase, axial view
5. CT scan of thorax (axial) with pneumomediastinum.",0.0874,0.0093,0.0044,0.0030,0.1375,0.2176
ROCOv2_2023_test_000131,US,"Ultrasound of the left axillary area showed a solid mass with two small cystic degenerations, which were highly suspected to be a few liquefied abnormal structures in the lymph nodes.","Based on the context of similar medical images:
- Ultrasound B scan with numerous hyperechoic densities in vitreous chamber. The blue arrow marks a detached retina. Hyperechoic masses are visible under the retina.
- Ultrasound appearance of gallbladder volvulus: gallbladder fossa marked with an arrow (↑), note that gallbladder is floating out of fossa/anterior
- Abdominal ultrasound (orange arrow) highlighting moderate ascites in the right upper abdominal quadrant.
- Ultrasound-guided marking with radioactive seed. The bullet is marked with the arrow to the left and the radioactive seed with the arrow to the right. The distance between them is 1 mm.","1. Ultrasound B scan with numerous hyperechoic densities in vitreous chamber. The blue arrow marks a detached retina. Hyperechoic masses are visible under the retina.
2. Ultrasound appearance of gallbladder volvulus: gallbladder fossa marked with an arrow (↑), note that gallbladder is floating out of fossa/anterior
3. Abdominal ultrasound (orange arrow) highlighting moderate ascites in the right upper abdominal quadrant.
4. Ultrasound-guided marking with radioactive seed. The bullet is marked with the arrow to the left and the radioactive seed with the arrow to the right. The distance between them is 1.4 mm.
5. Pulmonary ultrasound revealed a mass with cystic lesions.",0.0957,0.0410,0.0114,0.0060,0.1613,0.4258
ROCOv2_2023_test_000132,CT,"A mediastinal window with 16-slice spiral CT showed that the left axilla had a slightly circular and low-density shadow, with a cross-sectional area of approximately 33 mm × 47 mm and a CT value of approximately 33 HU. The mass was closely related to the chest wall, with a slender pedicle faintly visible.","Based on the context of similar medical images:
- Coronal computed tomography image showing bilateral external iliac vein aneurysms.
- A computed tomography scan showed a left kidney mass (arrow) with features suggestive of primary renal cell carcinoma
- CT scan of the abdomen showing hepatosplenomegaly with post‐surgical changes
- Subsequent computed tomography of the abdomen and pelvis showing left pleural effusion and compressive atelectasis on day nine.
- Coronal CT pelvis with contrast demonstrating osteomyelitis of the right ischial tuberosity
Describe the current image in clinical terms:","1. Coronal computed tomography image showing bilateral external iliac vein aneurysms.
2. A computed tomography scan showed a left kidney mass (arrow) with features suggestive of primary renal cell carcinoma
3. CT scan of the abdomen showing hepatosplenomegaly with post‐surgical changes
4. Subsequent computed tomography of the abdomen and pelvis showing left pleural effusion and compressive atelectasis on day nine.
5. Coronal CT pelvis with contrast demonstrating osteomyelitis of the right ischial tuberosity",0.2021,0.0147,0.0062,0.0040,0.1565,0.3273
ROCOv2_2023_test_000133,UNKNOWN,Hypodense lesion of 18x16 mm in segment 8 of liver as primary hepatic lymphoma (contrast in arterial phase).,"Based on the context of similar medical images:
- An intracardiac tumor attached to the ventricular septum as observed on four chamber view—LA, left atrium; RA, right atrium; LV, left ventricle; RV, right ventricle.
- Hemorrhagic CVA in left frontal lobe
- A 67-year-old woman with a thoracic meningocele in the right paravertebral mediastinum.An axial T2-weighted image at the level of T10–T11 shows a cystic mass extending out from the thoracic spinal canal through the widened right neural foramen (arrow). It can be observed that the mass communicates with the right paravertebral mediastinum.","1. An intracardiac tumor attached to the ventricular septum as observed on four chamber view—LA, left atrium; RA, right atrium; LV, left ventricle; RV, right ventricle.
2. Hemorrhagic CVA in left frontal lobe
3. A 67-year-old woman with a thoracic meningocele in the right paravertebral mediastinum.An axial T2-weighted image at the level of T10–T11 shows a cystic mass extending out from the thoracic spinal canal through the widened right neural foramen (arrow). It can be observed that the mass communicates with the thecal sac.
4. Enlarged mediastinal lymph node, 16.7 mm.
5. Chest radiography shows aneurysm as protruding mass.",0.0755,0.0268,0.0088,0.0051,0.1356,0.2422
ROCOv2_2023_test_000134,UNKNOWN,Hypodense lesion of 18x16 mm in segment 8 of liver as primary hepatic lymphoma (contrast in venous phase).,"Based on the context of similar medical images:
- Nodular (arrows) lesions are observed in the middle lobe of the right lung and subpleural peripherally in the lower lobes.
- Large left-sided pneumothorax with typical COVID-19 lungs infiltrate
- Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
- CXR, Chest X-ray; CT, Computed tomography; mri, Magnetic resonance imaging","1. Nodular (arrows) lesions are observed in the middle lobe of the right lung and subpleural peripherally in the lower lobes.
2. Large left-sided pneumothorax with typical COVID-19 lungs infiltrate
3. Measurements on the proximal trochlear. AEA, Anatomical epicondylar axis; wMT, Width of medial trochlear facet; wLT, Width of lateral trochlear facet; the dMTE, Linear distance of the medial trochlear edge; the dLTE, Linear distance of the lateral trochlear edge; and dTG, Linear distance of the trochlear groove
4. Cephalometric landmarks: sella (S), nasion (N), point A, pronasale (tip of nose, Prn), subnasale (Sn), labrale superius (Ls), anterior nasal spine (ANS), and incisor superius (Is). The X-axis (horizontal line) was constructed by drawing a line through N and 7° above the NS line, and the Y-axis (vertical line) passed through S and was perpendicular to the X-axis. The following distances and angles were measured: red line: ANS–Prn, ANS–Sn, ANS–Ls; green line: Is–Sn, Is–Ls, Ls-Sn; white dotted line: nasolabial (NLA) angle.
5. Step 2—Manoeuvre: The snare-guide apparatus and the Impella RP are both manoeuvred across the tricuspid valve and are positioned in the proximal portion of the right ventricular outflow tract.",0.0593,0.0071,0.0035,0.0025,0.1303,0.1049
ROCOv2_2023_test_000135,CT,Abdominal CT showing a cystic lesion with some calcification in the right iliac fossa (arrow).,"Based on the context of similar medical images:
-  Computed tomography angiography of the chest demonstrates an ascending thoracic aortic aneurysm with saccular pseudoaneurysm formation. Arrows point to the aneurysm compressing the esophagus.
- A 46-year-old man with high-grade fever and chills. The axial contrast-enhanced CT shows significant right-sided pleural effusion with the near complete collapse of the right lung resulting in a shift of the heart and mediastinum to the left side. There is pleural thickening and enhancement. There is an extrapleural component within the adjacent chest wall with rim enhancement (arrow).","1.  Computed tomography angiography of the chest demonstrates an ascending thoracic aortic aneurysm with saccular pseudoaneurysm formation. Arrows point to the aneurysm compressing the esophagus.
2. A 46-year-old man with high-grade fever and chills. The axial contrast-enhanced CT shows significant right-sided pleural effusion with the near complete collapse of the right lung resulting in a shift of the heart and mediastinum to the left side. There is pleural thickening and enhancement. There is an extrapleural component within the adjacent chest wall with rim enhancement (arrow). Aspiration was performed under the guidance of ultrasonography, and diagnosis of empyema necessitans was made as a complication of Actinomyces Israelii.
3. Pancreatic Tail Injury on CT Imaging
4. Chest CT scan showing pulmonary consolidation with air bronchogram consistent with lobar pneumonia in the lower right lobe.
5. Axial section of brain.Figure 1 was found to have a focal irregular area of nodular non-enhancing soft tissue thickening in relation to the retina just adjacent to the optic nerve insertion, which appears hyperdense in the unenhanced study. This is suggestive of a retinal lesion (inflammatory, non-benign or haemorrhage) or artefactual. No calcifications are present. Intraocular and extracoronal spaces are intact bilaterally.Computed tomography (CT) image of patient’s brain.",0.0980,0.0623,0.0427,0.0298,0.3630,0.2455
ROCOv2_2023_test_000136,MRI,Coronal magnetic resonance imaging with gadolinium contrast of the skull base. The arrow points to right skull base with enhancing lesion.,"Based on the context of similar medical images:
- Acute Necrotizing Encephalopathy (Local case). (Personal case of APN and JMW): Axial T-2 weighted MRI of a 9-year-old girl with who presented with classical clinical features of ANE and was admitted to the local paediatric intensive care unit. The MRI shows the classical symmetrical involvement of both thalami (with a target appearance) and symmetrical external capsular white matter affected. She had brainstem involvement (not shown) and was treated with intravenous methylprednisolone early. She survived with mild to moderate neurological sequelae. She was the first in her family to be genetically confirmed as positive for a RAN gene mutation.","1. Acute Necrotizing Encephalopathy (Local case). (Personal case of APN and JMW): Axial T-2 weighted MRI of a 9-year-old girl with who presented with classical clinical features of ANE and was admitted to the local paediatric intensive care unit. The MRI shows the classical symmetrical involvement of both thalami (with a target appearance) and symmetrical external capsular white matter affected. She had brainstem involvement (not shown) and was treated with intravenous methylprednisolone early. She survived with mild to moderate neurological sequelae. She was the first in her family to be genetically confirmed as positive for a RANBP2 mutation, with two of her cousins having been previously affected. The genetic result assisted with identification of at-risk family members, counseling and subsequent preventative measures including vaccination and early ANE ‘crisis’ management.
2. MRI brain. White arrow: axial T2 flair showing T2 hyperintensity of the mammillary bodies bilaterally 
3. Magnetic resonance imaging of the chest showing osteomyelitis in the manubrium (arrow) with associated phlegmonous change and evidence of septic arthritis (arrow) in the left sternoclavicular joint
4. AIDS-associated myelopathy. Axial T2-weighted MRI sequence showing a hyperintense signal in the posterolateral regions (arrows). There was also spinal atrophy (not shown).
5. Sagittal FLAIR pre-contrast MRI.The image is showing superior beaking of the tentorium (yellow arrow) as it approaches the scalp lesion (blue arrow).FLAIR: fluid-attenuated inversion recovery",0.0650,0.0231,0.0076,0.0044,0.1667,0.1942
ROCOv2_2023_test_000137,US,Transverse view of the ultrasound-guided fine needle aspiration of the left thyroid lobe. The arrows are pointing to the fine needle.,"Based on the context of similar medical images:
- Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
- Sagittal T2-weighted fast spin-echo sequence; 53 y/o female; congenital block vertebra C6/7 with degenerative changes in segment C5/6 (disk prolapse) and otherwise normal cervical spine consistent with ASDI. Please also note T2-hyperintense lesions in the cervical spinal cord consistent with ASDI.","1. Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
2. Sagittal T2-weighted fast spin-echo sequence; 53 y/o female; congenital block vertebra C6/7 with degenerative changes in segment C5/6 (disk prolapse) and otherwise normal cervical spine consistent with ASDI. Please also note T2-hyperintense lesions in the cervical spinal cord consistent with demyelination in this multiple sclerosis patient.
3. B-lines on lung ultrasound. Phased array probe (1-5 MHz) with probe marker facing cephalad placed in an intercostal space. B lines (denoted by arrows), are well-defined comet-tail, vertical hyperechoic artifacts arising from the pleural line that obliterate normal A-lines, and descend to the bottom of the screen. Multiple B-lines in an interspace indicates an interstitial syndrome, where there are increased air-fluid interfaces creating this artifact.
4. Transverse US image of the left ovary demonstrates the “string of pearls” sign.
5. Thyroid ultrasound shows a left‐sided solid hypoechoic nodule measuring 5 x 4.5 mm in size with irregular borders and multiple punctuate echogenic foci, compatible with Thyroid Imaging Reporting and Data System (TI‐RADS) 5",0.0909,0.0408,0.0116,0.0062,0.1577,0.4785
